fromLib,toLib,isTruth,patternSupport,patternSupportP,occurCount,hot,hotRank
1,60470,true,41,0.9534883720930233,366,0.11202185792349727,0.10681153895031135
1,107,true,43,1.0,527,0.08159392789373814,0.08159392789373814
1,219,true,18,0.4186046511627907,74,0.24324324324324326,0.10182275298554369
1,60378,true,29,0.6744186046511628,518,0.055984555984555984,0.03775702612911915
1,60591,true,21,0.4883720930232558,333,0.06306306306306306,0.03079824010056568
1,382,true,10,0.23255813953488372,100,0.1,0.023255813953488372
1,62601,false,8,0.18604651162790697,15,0.5333333333333333,0.09922480620155039
1,10,false,33,0.7674418604651163,575,0.057391304347826085,0.04404448938321537
1,60252,false,26,0.6046511627906976,489,0.053169734151329244,0.032149141579873496
1,60328,false,29,0.6744186046511628,866,0.03348729792147806,0.022584456737741017
1,264,true,16,0.37209302325581395,197,0.08121827411167512,0.030220753157832604
1,60423,false,15,0.3488372093023256,400,0.0375,0.01308139534883721
1,60550,false,10,0.23255813953488372,114,0.08771929824561403,0.02039983680130559
1,60305,false,9,0.20930232558139536,59,0.15254237288135594,0.03192747339377217
1,60335,false,8,0.18604651162790697,51,0.1568627450980392,0.02918376652986776
1,37,false,20,0.46511627906976744,247,0.08097165991902834,0.03766123717164109
1,60760,false,25,0.5813953488372093,1427,0.01751927119831815,0.010185622789719856
1,60981,true,10,0.23255813953488372,288,0.034722222222222224,0.008074935400516797
1,60218,false,29,0.6744186046511628,981,0.029561671763506627,0.019936941421899817
1,15,false,22,0.5116279069767442,214,0.102803738317757,0.05259726146489894
1,60612,false,9,0.20930232558139536,193,0.046632124352331605,0.009760212073743824
1,60435,false,12,0.27906976744186046,133,0.09022556390977443,0.02517922713761147
1,60207,false,22,0.5116279069767442,938,0.023454157782515993,0.011999801656170974
1,60536,false,17,0.3953488372093023,651,0.026113671274961597,0.010324009573822027
1,83,true,32,0.7441860465116279,1719,0.01861547411285631,0.013853376083986091
1,274,false,14,0.32558139534883723,195,0.07179487179487179,0.023375074537865234
1,60819,true,8,0.18604651162790697,100,0.08,0.014883720930232559
1,60764,false,8,0.18604651162790697,169,0.047337278106508875,0.008806935461676069
1,31,false,23,0.5348837209302325,575,0.04,0.0213953488372093
1,85,false,13,0.3023255813953488,188,0.06914893617021277,0.020905492330529442
1,115,false,33,0.7674418604651163,1205,0.027385892116182572,0.021017079996140116
1,60447,true,12,0.27906976744186046,171,0.07017543859649122,0.019583843329253364
1,51,false,25,0.5813953488372093,731,0.03419972640218878,0.019883561861737665
1,8,false,35,0.813953488372093,2015,0.017369727047146403,0.01413814992209591
1,156,false,24,0.5581395348837209,758,0.0316622691292876,0.017671964165183778
1,60232,false,22,0.5116279069767442,566,0.038869257950530034,0.019886597090968856
1,60240,false,33,0.7674418604651163,2094,0.015759312320916905,0.0120943559672153
1,60474,false,13,0.3023255813953488,212,0.06132075471698113,0.018538832821412898
1,60420,false,13,0.3023255813953488,177,0.07344632768361582,0.022204703718302455
1,41,false,14,0.32558139534883723,421,0.0332541567695962,0.010826934762194112
1,74,false,11,0.2558139534883721,115,0.09565217391304348,0.024469160768452985
1,216,false,21,0.4883720930232558,581,0.03614457831325301,0.017652003362286353
1,135,false,11,0.2558139534883721,235,0.04680851063829787,0.011974270163285502
1,44,false,31,0.7209302325581395,1958,0.015832482124616958,0.011414115020072689
1,60409,false,13,0.3023255813953488,546,0.023809523809523808,0.007198228128460686
1,60481,false,14,0.32558139534883723,212,0.0660377358490566,0.02150065818341378
1,25,false,36,0.8372093023255814,2374,0.015164279696714406,0.012695676025156248
1,55,false,32,0.7441860465116279,1576,0.02030456852791878,0.015110376578916302
1,69,false,15,0.3488372093023256,344,0.0436046511627907,0.015210924824229314
1,46,false,31,0.7209302325581395,1855,0.016711590296495958,0.012047890678869178
1,68,false,28,0.6511627906976745,1159,0.024158757549611734,0.01573128398579369
1,60419,false,13,0.3023255813953488,504,0.025793650793650792,0.007798080472499076
1,60417,false,8,0.18604651162790697,251,0.03187250996015936,0.005929769294913369
1,57,false,20,0.46511627906976744,651,0.030721966205837174,0.014289286607366128
1,198,false,21,0.4883720930232558,841,0.02497027348394768,0.012194784724718634
1,200,false,21,0.4883720930232558,817,0.025703794369645042,0.012553015854942928
1,60338,false,20,0.46511627906976744,1554,0.01287001287001287,0.005986052497680404
1,24,false,30,0.6976744186046512,1320,0.022727272727272728,0.015856236786469344
1,47,false,24,0.5581395348837209,528,0.045454545454545456,0.02536997885835095
1,16,false,16,0.37209302325581395,507,0.03155818540433925,0.011742580615568094
1,123,false,10,0.23255813953488372,117,0.08547008547008547,0.019876764062810574
1,111,false,8,0.18604651162790697,117,0.06837606837606838,0.01272112900019877
1,94,false,21,0.4883720930232558,883,0.02378255945639864,0.011614738339171428
1,196,false,21,0.4883720930232558,847,0.024793388429752067,0.01210839900057659
1,60352,false,19,0.4418604651162791,923,0.020585048754062838,0.009095719216911487
1,60579,false,12,0.27906976744186046,393,0.030534351145038167,0.008521214273033907
1,60359,false,12,0.27906976744186046,433,0.02771362586605081,0.0077340351254095285
1,213,false,12,0.27906976744186046,305,0.03934426229508197,0.010979794128860085
1,52,false,29,0.6744186046511628,1726,0.016801853997682505,0.011331482928669596
1,60345,false,14,0.32558139534883723,776,0.01804123711340206,0.005873891153200671
1,60597,false,9,0.20930232558139536,147,0.061224489795918366,0.012814428096820124
1,246,false,14,0.32558139534883723,494,0.02834008097165992,0.009227003107052068
1,75,false,12,0.27906976744186046,162,0.07407407407407407,0.020671834625322995
1,60586,false,8,0.18604651162790697,228,0.03508771929824561,0.006527947776417788
1,60494,false,14,0.32558139534883723,595,0.023529411764705882,0.007660738714090288
1,36,false,20,0.46511627906976744,1623,0.012322858903265557,0.005731562280588631
1,193,false,11,0.2558139534883721,138,0.07971014492753623,0.02039096730704415
1,60708,false,11,0.2558139534883721,617,0.017828200972447326,0.004560702574346991
1,462,false,9,0.20930232558139536,95,0.09473684210526316,0.019828641370869034
1,60264,false,18,0.4186046511627907,828,0.021739130434782608,0.00910010111223458
1,32,false,28,0.6511627906976745,2140,0.013084112149532711,0.008519886981091069
1,5,false,24,0.5581395348837209,3824,0.006276150627615063,0.0035029677921572444
1,30,false,25,0.5813953488372093,1999,0.01250625312656328,0.007271077399164699
1,204,false,12,0.27906976744186046,631,0.01901743264659271,0.005307190506025873
1,60225,false,9,0.20930232558139536,62,0.14516129032258066,0.03038259564891223
1,60506,false,12,0.27906976744186046,211,0.05687203791469194,0.015871266394797752
1,268,false,9,0.20930232558139536,245,0.036734693877551024,0.007688656858092075
1,26,false,29,0.6744186046511628,2049,0.014153245485602733,0.009545212071685565
1,185,false,17,0.3953488372093023,740,0.022972972972972974,0.009082338152105594
1,79,true,18,0.4186046511627907,1816,0.009911894273127754,0.004149165044565107
1,60430,false,8,0.18604651162790697,163,0.049079754601226995,0.009131117135111999
1,60644,false,9,0.20930232558139536,243,0.037037037037037035,0.007751937984496124
1,60324,false,14,0.32558139534883723,1026,0.01364522417153996,0.004442631125617662
1,280,false,13,0.3023255813953488,224,0.05803571428571429,0.017545681063122924
1,60468,false,8,0.18604651162790697,564,0.014184397163120567,0.002638957611743361
1,288,false,8,0.18604651162790697,89,0.0898876404494382,0.016723281944081524
1,64,false,9,0.20930232558139536,220,0.04090909090909091,0.008562367864693447
1,60713,false,9,0.20930232558139536,157,0.05732484076433121,0.011998222485557696
1,60365,false,13,0.3023255813953488,573,0.02268760907504363,0.006859044604082957
1,60304,false,15,0.3488372093023256,860,0.01744186046511628,0.006084369929691726
1,87,false,9,0.20930232558139536,106,0.08490566037735849,0.017770952172005264
1,67,false,16,0.37209302325581395,780,0.020512820512820513,0.007632677400119261
1,97,false,16,0.37209302325581395,1114,0.01436265709156194,0.005344244499185838
1,118,false,8,0.18604651162790697,195,0.041025641025641026,0.007632677400119261
1,175,false,8,0.18604651162790697,132,0.06060606060606061,0.01127554615926709
1,60454,false,8,0.18604651162790697,101,0.07920792079207921,0.014736357356665898
1,60407,false,8,0.18604651162790697,262,0.030534351145038167,0.005680809515355938
1,60310,false,9,0.20930232558139536,376,0.023936170212765957,0.0050098960910440376
1,110,false,9,0.20930232558139536,474,0.0189873417721519,0.0039740947895201655
1,232,false,9,0.20930232558139536,180,0.05,0.010465116279069769
1,114,false,8,0.18604651162790697,594,0.013468013468013467,0.0025056769242815754
1,138,false,8,0.18604651162790697,209,0.03827751196172249,0.007121397574273951
1,21,false,14,0.32558139534883723,1030,0.013592233009708738,0.004425378189207497
1,245,false,8,0.18604651162790697,93,0.08602150537634409,0.016004001000250064
260,111,true,23,1.0,61,0.3770491803278688,0.3770491803278688
260,51,false,8,0.34782608695652173,60,0.13333333333333333,0.0463768115942029
260,274,false,8,0.34782608695652173,31,0.25806451612903225,0.08976157082748948
260,60515,false,9,0.391304347826087,25,0.36,0.1408695652173913
260,60207,false,10,0.43478260869565216,87,0.11494252873563218,0.04997501249375312
260,5,false,8,0.34782608695652173,221,0.03619909502262444,0.01259098957308676
5,60439,false,177,0.921875,507,0.34911242603550297,0.3218380177514793
5,64,true,183,0.953125,758,0.24142480211081793,0.23010801451187335
5,155,true,47,0.24479166666666666,78,0.6025641025641025,0.14750267094017092
5,151,true,32,0.16666666666666666,64,0.5,0.08333333333333333
5,248,true,23,0.11979166666666667,38,0.6052631578947368,0.07250548245614036
5,123,false,84,0.4375,848,0.09905660377358491,0.0433372641509434
5,60218,false,161,0.8385416666666666,4239,0.037980655815050716,0.03184836242824565
5,10,false,145,0.7552083333333334,3928,0.036914460285132386,0.027878108027834355
5,60232,false,101,0.5260416666666666,2514,0.04017501988862371,0.021133734420578094
5,149,false,59,0.3072916666666667,676,0.08727810650887574,0.026819834812623275
5,85,false,77,0.4010416666666667,1317,0.058466211085801065,0.023447386737534805
5,15,false,111,0.578125,1796,0.06180400890868597,0.03573044265033407
5,25,false,192,1.0,8579,0.022380230796130086,0.022380230796130086
5,31,false,131,0.6822916666666666,3835,0.03415906127770534,0.02330644285093437
5,172,false,13,0.06770833333333333,31,0.41935483870967744,0.028393817204301074
5,60207,false,129,0.671875,3862,0.033402382185396165,0.02244222553081305
5,60240,false,142,0.7395833333333334,6474,0.021933889403768923,0.0162219390382041
5,487,false,10,0.052083333333333336,27,0.37037037037037035,0.019290123456790122
5,37,false,67,0.3489583333333333,1084,0.061808118081180814,0.02156845787207872
5,47,false,97,0.5052083333333334,2254,0.04303460514640639,0.021741441141674065
5,8,false,160,0.8333333333333334,7656,0.02089864158829676,0.017415534656913968
5,60328,false,85,0.4427083333333333,2699,0.031493145609485,0.013942278004199086
5,44,false,132,0.6875,6274,0.021039209435766655,0.014464456487089576
5,72257,false,8,0.041666666666666664,11,0.7272727272727273,0.030303030303030304
5,17,false,23,0.11979166666666667,97,0.23711340206185566,0.028404209621993127
5,230,false,37,0.19270833333333334,542,0.06826568265682657,0.013155365928659289
5,75,false,40,0.20833333333333334,684,0.05847953216374269,0.012183235867446393
5,69,false,67,0.3489583333333333,1478,0.04533152909336942,0.015818814839873702
5,16,false,75,0.390625,2363,0.031739314430808296,0.01239816969953449
5,41,false,68,0.3541666666666667,1868,0.03640256959314775,0.012892576730906494
5,1829,false,16,0.08333333333333333,129,0.12403100775193798,0.010335917312661497
5,51,false,74,0.3854166666666667,2389,0.03097530347425701,0.011938398214036557
5,76,false,17,0.08854166666666667,47,0.3617021276595745,0.03202570921985816
5,107,false,70,0.3645833333333333,1689,0.04144464179988159,0.01511002565620683
5,215,false,40,0.20833333333333334,583,0.0686106346483705,0.014293882218410521
5,57,false,88,0.4583333333333333,2283,0.038545773105562856,0.017666812673382975
5,1,false,103,0.5364583333333334,3824,0.026935146443514645,0.014449583769177128
5,7838,false,9,0.046875,14,0.6428571428571429,0.030133928571428575
