groupArtifactName,hasProblem,problemDescription,packages
org.eclipse.persistence:eclipselink,,,commonj.sdo.impl;javax.persistence;javax.persistence.criteria;javax.persistence.metamodel;javax.persistence.spi;org.eclipse.persistence;org.eclipse.persistence.annotations;org.eclipse.persistence.config;org.eclipse.persistence.dbws;org.eclipse.persistence.descriptors;org.eclipse.persistence.descriptors.changetracking;org.eclipse.persistence.descriptors.copying;org.eclipse.persistence.descriptors.invalidation;org.eclipse.persistence.descriptors.partitioning;org.eclipse.persistence.dynamic;org.eclipse.persistence.eis;org.eclipse.persistence.eis.adapters.aq;org.eclipse.persistence.eis.adapters.jms;org.eclipse.persistence.eis.adapters.xmlfile;org.eclipse.persistence.eis.interactions;org.eclipse.persistence.eis.mappings;org.eclipse.persistence.exceptions;org.eclipse.persistence.exceptions.i18n;org.eclipse.persistence.expressions;org.eclipse.persistence.expressions.spatial;org.eclipse.persistence.history;org.eclipse.persistence.indirection;org.eclipse.persistence.internal.codegen;org.eclipse.persistence.internal.databaseaccess;org.eclipse.persistence.internal.dbws;org.eclipse.persistence.internal.descriptors;org.eclipse.persistence.internal.descriptors.changetracking;org.eclipse.persistence.internal.dynamic;org.eclipse.persistence.internal.eis.adapters.aq;org.eclipse.persistence.internal.eis.adapters.jms;org.eclipse.persistence.internal.eis.adapters.xmlfile;org.eclipse.persistence.internal.eis.cobol;org.eclipse.persistence.internal.eis.cobol.helper;org.eclipse.persistence.internal.expressions;org.eclipse.persistence.internal.helper;org.eclipse.persistence.internal.helper.linkedlist;org.eclipse.persistence.internal.history;org.eclipse.persistence.internal.identitymaps;org.eclipse.persistence.internal.indirection;org.eclipse.persistence.internal.jaxb;org.eclipse.persistence.internal.jaxb.many;org.eclipse.persistence.internal.jpa;org.eclipse.persistence.internal.jpa.deployment;org.eclipse.persistence.internal.jpa.deployment.osgi;org.eclipse.persistence.internal.jpa.deployment.xml.parser;org.eclipse.persistence.internal.jpa.jdbc;org.eclipse.persistence.internal.jpa.metadata;org.eclipse.persistence.internal.jpa.metadata.accessors;org.eclipse.persistence.internal.jpa.metadata.accessors.classes;org.eclipse.persistence.internal.jpa.metadata.accessors.mappings;org.eclipse.persistence.internal.jpa.metadata.accessors.objects;org.eclipse.persistence.internal.jpa.metadata.additionalcriteria;org.eclipse.persistence.internal.jpa.metadata.cache;org.eclipse.persistence.internal.jpa.metadata.changetracking;org.eclipse.persistence.internal.jpa.metadata.columns;org.eclipse.persistence.internal.jpa.metadata.converters;org.eclipse.persistence.internal.jpa.metadata.copypolicy;org.eclipse.persistence.internal.jpa.metadata.inheritance;org.eclipse.persistence.internal.jpa.metadata.listeners;org.eclipse.persistence.internal.jpa.metadata.locking;org.eclipse.persistence.internal.jpa.metadata.mappings;org.eclipse.persistence.internal.jpa.metadata.multitenant;org.eclipse.persistence.internal.jpa.metadata.partitioning;org.eclipse.persistence.internal.jpa.metadata.queries;org.eclipse.persistence.internal.jpa.metadata.sequencing;org.eclipse.persistence.internal.jpa.metadata.structures;org.eclipse.persistence.internal.jpa.metadata.tables;org.eclipse.persistence.internal.jpa.metadata.transformers;org.eclipse.persistence.internal.jpa.metadata.xml;org.eclipse.persistence.internal.jpa.metamodel;org.eclipse.persistence.internal.jpa.modelgen;org.eclipse.persistence.internal.jpa.modelgen.objects;org.eclipse.persistence.internal.jpa.modelgen.visitors;org.eclipse.persistence.internal.jpa.parsing;org.eclipse.persistence.internal.jpa.parsing.jpql;org.eclipse.persistence.internal.jpa.parsing.jpql.antlr;org.eclipse.persistence.internal.jpa.querydef;org.eclipse.persistence.internal.jpa.transaction;org.eclipse.persistence.internal.jpa.weaving;org.eclipse.persistence.internal.libraries.antlr.runtime;org.eclipse.persistence.internal.libraries.antlr.runtime.debug;org.eclipse.persistence.internal.libraries.antlr.runtime.misc;org.eclipse.persistence.internal.libraries.antlr.runtime.tree;org.eclipse.persistence.internal.libraries.asm;org.eclipse.persistence.internal.libraries.asm.commons;org.eclipse.persistence.internal.libraries.asm.signature;org.eclipse.persistence.internal.libraries.asm.tree;org.eclipse.persistence.internal.libraries.asm.tree.analysis;org.eclipse.persistence.internal.libraries.asm.util;org.eclipse.persistence.internal.libraries.asm.xml;org.eclipse.persistence.internal.localization;org.eclipse.persistence.internal.localization.i18n;org.eclipse.persistence.internal.oxm;org.eclipse.persistence.internal.oxm.accessor;org.eclipse.persistence.internal.oxm.conversion;org.eclipse.persistence.internal.oxm.documentpreservation;org.eclipse.persistence.internal.oxm.record;org.eclipse.persistence.internal.oxm.record.deferred;org.eclipse.persistence.internal.oxm.record.namespaces;org.eclipse.persistence.internal.oxm.schema;org.eclipse.persistence.internal.oxm.schema.model;org.eclipse.persistence.internal.platform.database;org.eclipse.persistence.internal.platform.database.oracle;org.eclipse.persistence.internal.platform.database.oracle.xdb;org.eclipse.persistence.internal.queries;org.eclipse.persistence.internal.security;org.eclipse.persistence.internal.sequencing;org.eclipse.persistence.internal.sessions;org.eclipse.persistence.internal.sessions.coordination;org.eclipse.persistence.internal.sessions.coordination.broadcast;org.eclipse.persistence.internal.sessions.coordination.corba;org.eclipse.persistence.internal.sessions.coordination.corba.sun;org.eclipse.persistence.internal.sessions.coordination.jms;org.eclipse.persistence.internal.sessions.coordination.rmi;org.eclipse.persistence.internal.sessions.coordination.rmi.iiop;org.eclipse.persistence.internal.sessions.factories;org.eclipse.persistence.internal.sessions.factories.model;org.eclipse.persistence.internal.sessions.factories.model.event;org.eclipse.persistence.internal.sessions.factories.model.log;org.eclipse.persistence.internal.sessions.factories.model.login;org.eclipse.persistence.internal.sessions.factories.model.platform;org.eclipse.persistence.internal.sessions.factories.model.pool;org.eclipse.persistence.internal.sessions.factories.model.project;org.eclipse.persistence.internal.sessions.factories.model.property;org.eclipse.persistence.internal.sessions.factories.model.rcm;org.eclipse.persistence.internal.sessions.factories.model.rcm.command;org.eclipse.persistence.internal.sessions.factories.model.sequencing;org.eclipse.persistence.internal.sessions.factories.model.session;org.eclipse.persistence.internal.sessions.factories.model.transport;org.eclipse.persistence.internal.sessions.factories.model.transport.discovery;org.eclipse.persistence.internal.sessions.factories.model.transport.naming;org.eclipse.persistence.internal.sessions.remote;org.eclipse.persistence.internal.weaving;org.eclipse.persistence.internal.xr;org.eclipse.persistence.internal.xr.sxf;org.eclipse.persistence.jaxb;org.eclipse.persistence.jaxb.attachment;org.eclipse.persistence.jaxb.compiler;org.eclipse.persistence.jaxb.dynamic;org.eclipse.persistence.jaxb.dynamic.metadata;org.eclipse.persistence.jaxb.javamodel;org.eclipse.persistence.jaxb.javamodel.oxm;org.eclipse.persistence.jaxb.javamodel.reflection;org.eclipse.persistence.jaxb.javamodel.xjc;org.eclipse.persistence.jaxb.metadata;org.eclipse.persistence.jaxb.xjc;org.eclipse.persistence.jaxb.xmlmodel;org.eclipse.persistence.jpa;org.eclipse.persistence.jpa.dynamic;org.eclipse.persistence.jpa.metadata;org.eclipse.persistence.jpa.osgi;org.eclipse.persistence.logging;org.eclipse.persistence.mappings;org.eclipse.persistence.mappings.converters;org.eclipse.persistence.mappings.foundation;org.eclipse.persistence.mappings.querykeys;org.eclipse.persistence.mappings.structures;org.eclipse.persistence.mappings.transformers;org.eclipse.persistence.mappings.xdb;org.eclipse.persistence.oxm;org.eclipse.persistence.oxm.annotations;org.eclipse.persistence.oxm.attachment;org.eclipse.persistence.oxm.documentpreservation;org.eclipse.persistence.oxm.mappings;org.eclipse.persistence.oxm.mappings.converters;org.eclipse.persistence.oxm.mappings.nullpolicy;org.eclipse.persistence.oxm.platform;org.eclipse.persistence.oxm.record;org.eclipse.persistence.oxm.schema;org.eclipse.persistence.oxm.sequenced;org.eclipse.persistence.oxm.unmapped;org.eclipse.persistence.platform.database;org.eclipse.persistence.platform.database.converters;org.eclipse.persistence.platform.database.jdbc;org.eclipse.persistence.platform.database.oracle;org.eclipse.persistence.platform.database.oracle.annotations;org.eclipse.persistence.platform.database.oracle.converters;org.eclipse.persistence.platform.database.oracle.jdbc;org.eclipse.persistence.platform.database.oracle.plsql;org.eclipse.persistence.platform.database.oracle.ucp;org.eclipse.persistence.platform.database.partitioning;org.eclipse.persistence.platform.server;org.eclipse.persistence.platform.server.jboss;org.eclipse.persistence.platform.server.oc4j;org.eclipse.persistence.platform.server.sap;org.eclipse.persistence.platform.server.sunas;org.eclipse.persistence.platform.server.was;org.eclipse.persistence.platform.server.wls;org.eclipse.persistence.platform.xml;org.eclipse.persistence.platform.xml.jaxp;org.eclipse.persistence.platform.xml.xdk;org.eclipse.persistence.queries;org.eclipse.persistence.sdo;org.eclipse.persistence.sdo.dataobjects;org.eclipse.persistence.sdo.helper;org.eclipse.persistence.sdo.helper.delegates;org.eclipse.persistence.sdo.helper.extension;org.eclipse.persistence.sdo.helper.jaxb;org.eclipse.persistence.sdo.helper.metadata;org.eclipse.persistence.sdo.types;org.eclipse.persistence.sequencing;org.eclipse.persistence.services;org.eclipse.persistence.services.glassfish;org.eclipse.persistence.services.jboss;org.eclipse.persistence.services.mbean;org.eclipse.persistence.services.weblogic;org.eclipse.persistence.services.websphere;org.eclipse.persistence.sessions;org.eclipse.persistence.sessions.broker;org.eclipse.persistence.sessions.changesets;org.eclipse.persistence.sessions.coordination;org.eclipse.persistence.sessions.coordination.broadcast;org.eclipse.persistence.sessions.coordination.corba;org.eclipse.persistence.sessions.coordination.corba.sun;org.eclipse.persistence.sessions.coordination.jms;org.eclipse.persistence.sessions.coordination.rmi;org.eclipse.persistence.sessions.factories;org.eclipse.persistence.sessions.interceptors;org.eclipse.persistence.sessions.remote;org.eclipse.persistence.sessions.remote.corba.sun;org.eclipse.persistence.sessions.remote.rmi;org.eclipse.persistence.sessions.remote.rmi.iiop;org.eclipse.persistence.sessions.server;org.eclipse.persistence.tools;org.eclipse.persistence.tools.file;org.eclipse.persistence.tools.profiler;org.eclipse.persistence.tools.schemaframework;org.eclipse.persistence.tools.weaving.jpa;org.eclipse.persistence.transaction;org.eclipse.persistence.transaction.jboss;org.eclipse.persistence.transaction.jotm;org.eclipse.persistence.transaction.oc4j;org.eclipse.persistence.transaction.sap;org.eclipse.persistence.transaction.sunas;org.eclipse.persistence.transaction.was;org.eclipse.persistence.transaction.wls
commons-discovery:commons-discovery,,,org.apache.commons.discovery;org.apache.commons.discovery.ant;org.apache.commons.discovery.jdk;org.apache.commons.discovery.log;org.apache.commons.discovery.resource;org.apache.commons.discovery.resource.classes;org.apache.commons.discovery.resource.names;org.apache.commons.discovery.tools
commons-io:commons-io,,,org.apache.commons.io;org.apache.commons.io.comparator;org.apache.commons.io.filefilter;org.apache.commons.io.input;org.apache.commons.io.monitor;org.apache.commons.io.output;org.apache.commons.io.serialization
org.hibernate:hibernate-core,,,org.hibernate;org.hibernate.action;org.hibernate.action.internal;org.hibernate.action.spi;org.hibernate.annotations;org.hibernate.boot;org.hibernate.boot.archive.internal;org.hibernate.boot.archive.scan.internal;org.hibernate.boot.archive.scan.spi;org.hibernate.boot.archive.spi;org.hibernate.boot.cfgxml.internal;org.hibernate.boot.cfgxml.spi;org.hibernate.boot.internal;org.hibernate.boot.jaxb;org.hibernate.boot.jaxb.cfg.spi;org.hibernate.boot.jaxb.hbm.internal;org.hibernate.boot.jaxb.hbm.spi;org.hibernate.boot.jaxb.internal;org.hibernate.boot.jaxb.internal.stax;org.hibernate.boot.jaxb.spi;org.hibernate.boot.model;org.hibernate.boot.model.convert.internal;org.hibernate.boot.model.convert.spi;org.hibernate.boot.model.naming;org.hibernate.boot.model.process.internal;org.hibernate.boot.model.process.spi;org.hibernate.boot.model.relational;org.hibernate.boot.model.source.internal;org.hibernate.boot.model.source.internal.annotations;org.hibernate.boot.model.source.internal.hbm;org.hibernate.boot.model.source.spi;org.hibernate.boot.registry;org.hibernate.boot.registry.classloading.internal;org.hibernate.boot.registry.classloading.spi;org.hibernate.boot.registry.internal;org.hibernate.boot.registry.selector;org.hibernate.boot.registry.selector.internal;org.hibernate.boot.registry.selector.spi;org.hibernate.boot.spi;org.hibernate.boot.xsd;org.hibernate.bytecode;org.hibernate.bytecode.buildtime;org.hibernate.bytecode.buildtime.internal;org.hibernate.bytecode.buildtime.spi;org.hibernate.bytecode.cglib;org.hibernate.bytecode.enhance;org.hibernate.bytecode.enhance.internal;org.hibernate.bytecode.enhance.internal.bytebuddy;org.hibernate.bytecode.enhance.internal.javassist;org.hibernate.bytecode.enhance.internal.tracker;org.hibernate.bytecode.enhance.spi;org.hibernate.bytecode.enhance.spi.interceptor;org.hibernate.bytecode.instrumentation.internal;org.hibernate.bytecode.instrumentation.internal.javassist;org.hibernate.bytecode.instrumentation.spi;org.hibernate.bytecode.internal;org.hibernate.bytecode.internal.bytebuddy;org.hibernate.bytecode.internal.javassist;org.hibernate.bytecode.internal.none;org.hibernate.bytecode.javassist;org.hibernate.bytecode.spi;org.hibernate.bytecode.util;org.hibernate.cache;org.hibernate.cache.access;org.hibernate.cache.cfg.internal;org.hibernate.cache.cfg.spi;org.hibernate.cache.entry;org.hibernate.cache.impl;org.hibernate.cache.impl.bridge;org.hibernate.cache.internal;org.hibernate.cache.internal.bridge;org.hibernate.cache.spi;org.hibernate.cache.spi.access;org.hibernate.cache.spi.entry;org.hibernate.cache.spi.support;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.cfg.annotations.reflection;org.hibernate.cfg.beanvalidation;org.hibernate.cfg.naming;org.hibernate.cfg.search;org.hibernate.classic;org.hibernate.collection;org.hibernate.collection.internal;org.hibernate.collection.spi;org.hibernate.connection;org.hibernate.context;org.hibernate.context.internal;org.hibernate.context.spi;org.hibernate.criterion;org.hibernate.dialect;org.hibernate.dialect.function;org.hibernate.dialect.hint;org.hibernate.dialect.identity;org.hibernate.dialect.lock;org.hibernate.dialect.pagination;org.hibernate.dialect.resolver;org.hibernate.dialect.unique;org.hibernate.ejb;org.hibernate.engine;org.hibernate.engine.config.internal;org.hibernate.engine.config.spi;org.hibernate.engine.internal;org.hibernate.engine.jdbc;org.hibernate.engine.jdbc.batch.internal;org.hibernate.engine.jdbc.batch.spi;org.hibernate.engine.jdbc.connections.internal;org.hibernate.engine.jdbc.connections.spi;org.hibernate.engine.jdbc.cursor.internal;org.hibernate.engine.jdbc.cursor.spi;org.hibernate.engine.jdbc.dialect.internal;org.hibernate.engine.jdbc.dialect.spi;org.hibernate.engine.jdbc.env.internal;org.hibernate.engine.jdbc.env.spi;org.hibernate.engine.jdbc.internal;org.hibernate.engine.jdbc.internal.proxy;org.hibernate.engine.jdbc.spi;org.hibernate.engine.jndi;org.hibernate.engine.jndi.internal;org.hibernate.engine.jndi.spi;org.hibernate.engine.loading;org.hibernate.engine.loading.internal;org.hibernate.engine.profile;org.hibernate.engine.query;org.hibernate.engine.query.internal;org.hibernate.engine.query.spi;org.hibernate.engine.query.spi.sql;org.hibernate.engine.query.sql;org.hibernate.engine.spi;org.hibernate.engine.transaction;org.hibernate.engine.transaction.internal;org.hibernate.engine.transaction.internal.jdbc;org.hibernate.engine.transaction.internal.jta;org.hibernate.engine.transaction.jta.platform.internal;org.hibernate.engine.transaction.jta.platform.spi;org.hibernate.engine.transaction.spi;org.hibernate.engine.transaction.synchronization.internal;org.hibernate.engine.transaction.synchronization.spi;org.hibernate.event;org.hibernate.event.def;org.hibernate.event.internal;org.hibernate.event.service.internal;org.hibernate.event.service.spi;org.hibernate.event.spi;org.hibernate.exception;org.hibernate.exception.internal;org.hibernate.exception.spi;org.hibernate.graph;org.hibernate.graph.internal;org.hibernate.graph.internal.parse;org.hibernate.graph.spi;org.hibernate.hql;org.hibernate.hql.antlr;org.hibernate.hql.ast;org.hibernate.hql.ast.exec;org.hibernate.hql.ast.tree;org.hibernate.hql.ast.util;org.hibernate.hql.classic;org.hibernate.hql.internal;org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.exec;org.hibernate.hql.internal.ast.tree;org.hibernate.hql.internal.ast.util;org.hibernate.hql.internal.classic;org.hibernate.hql.spi;org.hibernate.hql.spi.id;org.hibernate.hql.spi.id.cte;org.hibernate.hql.spi.id.global;org.hibernate.hql.spi.id.inline;org.hibernate.hql.spi.id.local;org.hibernate.hql.spi.id.persistent;org.hibernate.id;org.hibernate.id.enhanced;org.hibernate.id.factory;org.hibernate.id.factory.internal;org.hibernate.id.factory.spi;org.hibernate.id.insert;org.hibernate.id.uuid;org.hibernate.impl;org.hibernate.integrator.internal;org.hibernate.integrator.spi;org.hibernate.intercept;org.hibernate.intercept.cglib;org.hibernate.intercept.javassist;org.hibernate.internal;org.hibernate.internal.build;org.hibernate.internal.jaxb;org.hibernate.internal.jaxb.cfg;org.hibernate.internal.jaxb.mapping.hbm;org.hibernate.internal.jaxb.mapping.orm;org.hibernate.internal.log;org.hibernate.internal.util;org.hibernate.internal.util.beans;org.hibernate.internal.util.collections;org.hibernate.internal.util.compare;org.hibernate.internal.util.config;org.hibernate.internal.util.io;org.hibernate.internal.util.jndi;org.hibernate.internal.util.type;org.hibernate.internal.util.xml;org.hibernate.jdbc;org.hibernate.jdbc.util;org.hibernate.jmx;org.hibernate.jmx.internal;org.hibernate.jmx.spi;org.hibernate.jpa;org.hibernate.jpa.boot.internal;org.hibernate.jpa.boot.spi;org.hibernate.jpa.event.internal;org.hibernate.jpa.event.internal.core;org.hibernate.jpa.event.internal.jpa;org.hibernate.jpa.event.spi;org.hibernate.jpa.event.spi.jpa;org.hibernate.jpa.graph.internal;org.hibernate.jpa.internal;org.hibernate.jpa.internal.enhance;org.hibernate.jpa.internal.util;org.hibernate.jpa.spi;org.hibernate.loader;org.hibernate.loader.collection;org.hibernate.loader.collection.plan;org.hibernate.loader.criteria;org.hibernate.loader.custom;org.hibernate.loader.custom.sql;org.hibernate.loader.entity;org.hibernate.loader.entity.plan;org.hibernate.loader.hql;org.hibernate.loader.internal;org.hibernate.loader.plan.build.internal;org.hibernate.loader.plan.build.internal.returns;org.hibernate.loader.plan.build.internal.spaces;org.hibernate.loader.plan.build.spi;org.hibernate.loader.plan.exec.internal;org.hibernate.loader.plan.exec.process.internal;org.hibernate.loader.plan.exec.process.spi;org.hibernate.loader.plan.exec.query.internal;org.hibernate.loader.plan.exec.query.spi;org.hibernate.loader.plan.exec.spi;org.hibernate.loader.plan.internal;org.hibernate.loader.plan.spi;org.hibernate.loader.plan.spi.build;org.hibernate.loader.plan.spi.visit;org.hibernate.loader.plan2.build.internal;org.hibernate.loader.plan2.build.internal.returns;org.hibernate.loader.plan2.build.internal.spaces;org.hibernate.loader.plan2.build.spi;org.hibernate.loader.plan2.exec.internal;org.hibernate.loader.plan2.exec.process.internal;org.hibernate.loader.plan2.exec.process.spi;org.hibernate.loader.plan2.exec.query.internal;org.hibernate.loader.plan2.exec.query.spi;org.hibernate.loader.plan2.exec.spi;org.hibernate.loader.plan2.spi;org.hibernate.loader.spi;org.hibernate.lob;org.hibernate.mapping;org.hibernate.metadata;org.hibernate.metamodel;org.hibernate.metamodel.binding;org.hibernate.metamodel.binding.state;org.hibernate.metamodel.domain;org.hibernate.metamodel.internal;org.hibernate.metamodel.logical;org.hibernate.metamodel.model.convert.internal;org.hibernate.metamodel.model.convert.spi;org.hibernate.metamodel.model.domain;org.hibernate.metamodel.model.domain.internal;org.hibernate.metamodel.model.domain.spi;org.hibernate.metamodel.relational;org.hibernate.metamodel.relational.state;org.hibernate.metamodel.source;org.hibernate.metamodel.source.annotation.jaxb;org.hibernate.metamodel.source.annotation.xml;org.hibernate.metamodel.source.annotations;org.hibernate.metamodel.source.annotations.attribute;org.hibernate.metamodel.source.annotations.attribute.state.binding;org.hibernate.metamodel.source.annotations.attribute.state.relational;org.hibernate.metamodel.source.annotations.attribute.type;org.hibernate.metamodel.source.annotations.entity;org.hibernate.metamodel.source.annotations.entity.state.binding;org.hibernate.metamodel.source.annotations.entity.state.relational;org.hibernate.metamodel.source.annotations.global;org.hibernate.metamodel.source.annotations.state.domain;org.hibernate.metamodel.source.annotations.state.relational;org.hibernate.metamodel.source.annotations.util;org.hibernate.metamodel.source.annotations.xml;org.hibernate.metamodel.source.annotations.xml.filter;org.hibernate.metamodel.source.annotations.xml.mocker;org.hibernate.metamodel.source.binder;org.hibernate.metamodel.source.hbm;org.hibernate.metamodel.source.hbm.jaxb.config;org.hibernate.metamodel.source.hbm.jaxb.mapping;org.hibernate.metamodel.source.hbm.state.binding;org.hibernate.metamodel.source.hbm.state.domain;org.hibernate.metamodel.source.hbm.state.relational;org.hibernate.metamodel.source.hbm.util;org.hibernate.metamodel.source.hbm.xml.config;org.hibernate.metamodel.source.hbm.xml.mapping;org.hibernate.metamodel.source.internal;org.hibernate.metamodel.source.spi;org.hibernate.metamodel.source.util;org.hibernate.metamodel.spi;org.hibernate.param;org.hibernate.persister;org.hibernate.persister.collection;org.hibernate.persister.entity;org.hibernate.persister.internal;org.hibernate.persister.spi;org.hibernate.persister.walking.internal;org.hibernate.persister.walking.spi;org.hibernate.pretty;org.hibernate.procedure;org.hibernate.procedure.internal;org.hibernate.procedure.spi;org.hibernate.property;org.hibernate.property.access.internal;org.hibernate.property.access.spi;org.hibernate.proxy;org.hibernate.proxy.dom4j;org.hibernate.proxy.map;org.hibernate.proxy.pojo;org.hibernate.proxy.pojo.bytebuddy;org.hibernate.proxy.pojo.cglib;org.hibernate.proxy.pojo.javassist;org.hibernate.query;org.hibernate.query.criteria;org.hibernate.query.criteria.internal;org.hibernate.query.criteria.internal.compile;org.hibernate.query.criteria.internal.expression;org.hibernate.query.criteria.internal.expression.function;org.hibernate.query.criteria.internal.path;org.hibernate.query.criteria.internal.predicate;org.hibernate.query.internal;org.hibernate.query.procedure;org.hibernate.query.procedure.internal;org.hibernate.query.procedure.spi;org.hibernate.query.spi;org.hibernate.resource.beans.container.internal;org.hibernate.resource.beans.container.spi;org.hibernate.resource.beans.internal;org.hibernate.resource.beans.spi;org.hibernate.resource.jdbc;org.hibernate.resource.jdbc.internal;org.hibernate.resource.jdbc.spi;org.hibernate.resource.transaction;org.hibernate.resource.transaction.backend.jdbc.internal;org.hibernate.resource.transaction.backend.jdbc.spi;org.hibernate.resource.transaction.backend.jta.internal;org.hibernate.resource.transaction.backend.jta.internal.synchronization;org.hibernate.resource.transaction.internal;org.hibernate.resource.transaction.spi;org.hibernate.result;org.hibernate.result.internal;org.hibernate.result.spi;org.hibernate.secure;org.hibernate.secure.internal;org.hibernate.secure.spi;org.hibernate.service;org.hibernate.service.classloading.internal;org.hibernate.service.classloading.spi;org.hibernate.service.config.internal;org.hibernate.service.config.spi;org.hibernate.service.event.internal;org.hibernate.service.event.spi;org.hibernate.service.instrumentation.internal;org.hibernate.service.instrumentation.spi;org.hibernate.service.internal;org.hibernate.service.internal.proxy.javassist;org.hibernate.service.jdbc.connections.internal;org.hibernate.service.jdbc.connections.spi;org.hibernate.service.jdbc.dialect.internal;org.hibernate.service.jdbc.dialect.spi;org.hibernate.service.jmx.internal;org.hibernate.service.jmx.spi;org.hibernate.service.jndi;org.hibernate.service.jndi.internal;org.hibernate.service.jndi.spi;org.hibernate.service.jta.platform.internal;org.hibernate.service.jta.platform.spi;org.hibernate.service.spi;org.hibernate.service.spi.proxy;org.hibernate.spi;org.hibernate.sql;org.hibernate.sql.ast;org.hibernate.sql.ordering.antlr;org.hibernate.stat;org.hibernate.stat.internal;org.hibernate.stat.spi;org.hibernate.tool.enhance;org.hibernate.tool.hbm2ddl;org.hibernate.tool.instrument;org.hibernate.tool.instrument.cglib;org.hibernate.tool.instrument.javassist;org.hibernate.tool.schema;org.hibernate.tool.schema.extract.internal;org.hibernate.tool.schema.extract.internal.legacy;org.hibernate.tool.schema.extract.spi;org.hibernate.tool.schema.internal;org.hibernate.tool.schema.internal.exec;org.hibernate.tool.schema.spi;org.hibernate.transaction;org.hibernate.transaction.synchronization;org.hibernate.transform;org.hibernate.tuple;org.hibernate.tuple.component;org.hibernate.tuple.entity;org.hibernate.type;org.hibernate.type.descriptor;org.hibernate.type.descriptor.converter;org.hibernate.type.descriptor.java;org.hibernate.type.descriptor.java.spi;org.hibernate.type.descriptor.spi;org.hibernate.type.descriptor.sql;org.hibernate.type.descriptor.sql.spi;org.hibernate.type.internal;org.hibernate.type.spi;org.hibernate.usertype;org.hibernate.util;org.hibernate.util.xml
org.slf4j:slf4j-simple,,,;org.slf4j;org.slf4j.impl;org.slf4j.simple;org.slf4j.spi
org.mockito:mockito-all,,,net.sf.cglib.asm;net.sf.cglib.asm.attrs;net.sf.cglib.beans;net.sf.cglib.core;net.sf.cglib.proxy;net.sf.cglib.reflect;net.sf.cglib.transform;net.sf.cglib.transform.hook;net.sf.cglib.transform.impl;net.sf.cglib.util;org.hamcrest;org.hamcrest.core;org.hamcrest.internal;org.mockito;org.mockito.asm;org.mockito.asm.signature;org.mockito.asm.tree;org.mockito.asm.tree.analysis;org.mockito.asm.util;org.mockito.cglib.beans;org.mockito.cglib.core;org.mockito.cglib.proxy;org.mockito.cglib.reflect;org.mockito.cglib.transform;org.mockito.cglib.transform.impl;org.mockito.cglib.util;org.mockito.configuration;org.mockito.configuration.experimental;org.mockito.exceptions;org.mockito.exceptions.base;org.mockito.exceptions.cause;org.mockito.exceptions.misusing;org.mockito.exceptions.stacktrace;org.mockito.exceptions.verification;org.mockito.exceptions.verification.junit;org.mockito.internal;org.mockito.internal.configuration;org.mockito.internal.configuration.injection;org.mockito.internal.configuration.injection.filter;org.mockito.internal.configuration.injection.scanner;org.mockito.internal.configuration.plugins;org.mockito.internal.creation;org.mockito.internal.creation.cglib;org.mockito.internal.creation.instance;org.mockito.internal.creation.jmock;org.mockito.internal.creation.settings;org.mockito.internal.creation.util;org.mockito.internal.debugging;org.mockito.internal.exceptions;org.mockito.internal.exceptions.base;org.mockito.internal.exceptions.stacktrace;org.mockito.internal.exceptions.util;org.mockito.internal.experimental;org.mockito.internal.handler;org.mockito.internal.invocation;org.mockito.internal.invocation.finder;org.mockito.internal.invocation.realmethod;org.mockito.internal.junit;org.mockito.internal.listeners;org.mockito.internal.matchers;org.mockito.internal.matchers.apachecommons;org.mockito.internal.progress;org.mockito.internal.reporting;org.mockito.internal.returnvalues;org.mockito.internal.rules;org.mockito.internal.runners;org.mockito.internal.runners.util;org.mockito.internal.stubbing;org.mockito.internal.stubbing.answers;org.mockito.internal.stubbing.defaultanswers;org.mockito.internal.util;org.mockito.internal.util.collections;org.mockito.internal.util.copy;org.mockito.internal.util.io;org.mockito.internal.util.junit;org.mockito.internal.util.reflection;org.mockito.internal.verification;org.mockito.internal.verification.api;org.mockito.internal.verification.argumentmatching;org.mockito.internal.verification.checkers;org.mockito.invocation;org.mockito.junit;org.mockito.listeners;org.mockito.mock;org.mockito.plugins;org.mockito.runners;org.mockito.stubbing;org.mockito.stubbing.answers;org.mockito.verification;org.objectweb.asm;org.objectweb.asm.signature;org.objenesis;org.objenesis.instantiator;org.objenesis.instantiator.android;org.objenesis.instantiator.basic;org.objenesis.instantiator.gcj;org.objenesis.instantiator.jrockit;org.objenesis.instantiator.perc;org.objenesis.instantiator.sun;org.objenesis.strategy
org.apache.commons:commons-collections4,,,org.apache.commons.collections4;org.apache.commons.collections4.bag;org.apache.commons.collections4.bidimap;org.apache.commons.collections4.collection;org.apache.commons.collections4.comparators;org.apache.commons.collections4.functors;org.apache.commons.collections4.iterators;org.apache.commons.collections4.keyvalue;org.apache.commons.collections4.list;org.apache.commons.collections4.map;org.apache.commons.collections4.multimap;org.apache.commons.collections4.multiset;org.apache.commons.collections4.properties;org.apache.commons.collections4.queue;org.apache.commons.collections4.sequence;org.apache.commons.collections4.set;org.apache.commons.collections4.splitmap;org.apache.commons.collections4.trie;org.apache.commons.collections4.trie.analyzer
