fromId,truthCount,totalCount,percent
274,0,2,0.0
60536,1,21,0.047619047619047616
60435,0,2,0.0
5,0,3,0.0
25,0,3,0.0
8,0,6,0.0
440,0,12,0.0
25,2,8,0.25
60335,0,6,0.0
60264,0,1,0.0
25,0,1,0.0
16,0,1,0.0
5,0,24,0.0
8,0,1,0.0
267,0,13,0.0
5,0,3,0.0
62632,1,21,0.047619047619047616
60218,1,8,0.125
156,0,10,0.0
62302,0,21,0.0
8,0,11,0.0
44,0,11,0.0
94,1,12,0.08333333333333333
300,0,1,0.0
10,0,28,0.0
156,0,30,0.0
149,0,1,0.0
25,0,1,0.0
123,0,1,0.0
413,0,1,0.0
51,1,2,0.5
41,0,6,0.0
10,2,4,0.5
60328,1,6,0.16666666666666666
60207,2,12,0.16666666666666666
1,0,27,0.0
64,1,24,0.041666666666666664
61059,1,3,0.3333333333333333
5,0,12,0.0
60423,1,1,1.0
264,0,2,0.0
60328,2,29,0.06896551724137931
41,0,1,0.0
10,1,25,0.04
300,0,14,0.0
621,0,14,0.0
213,1,9,0.1111111111111111
57,0,24,0.0
60218,0,13,0.0
60667,1,29,0.034482758620689655
64,0,38,0.0
707,1,12,0.08333333333333333
5,1,29,0.034482758620689655
61318,0,44,0.0
60423,0,12,0.0
264,0,12,0.0
8,5,40,0.125
138,0,12,0.0
10,3,52,0.057692307692307696
75,0,2,0.0
60367,0,1,0.0
60305,0,36,0.0
274,0,12,0.0
405,0,38,0.0
87,0,2,0.0
65880,0,1,0.0
94,1,42,0.023809523809523808
31,0,38,0.0
60577,0,12,0.0
97,1,22,0.045454545454545456
60900,0,52,0.0
37,0,2,0.0
60264,1,1,1.0
60328,0,12,0.0
61736,2,29,0.06896551724137931
44,2,30,0.06666666666666667
60207,1,39,0.02564102564102564
60335,0,36,0.0
2160,2,29,0.06896551724137931
2482,0,27,0.0
370,0,38,0.0
60218,0,11,0.0
68543,1,12,0.08333333333333333
193,0,3,0.0
323,0,2,0.0
51,0,13,0.0
60328,0,13,0.0
362,1,15,0.06666666666666667
156,0,13,0.0
60365,2,13,0.15384615384615385
16,0,14,0.0
213,1,7,0.14285714285714285
60328,1,16,0.0625
64,0,101,0.0
196,3,107,0.028037383177570093
197,0,76,0.0
69,0,64,0.0
61703,0,83,0.0
60936,1,107,0.009345794392523364
648,0,37,0.0
61320,1,166,0.006024096385542169
10,0,75,0.0
267,3,142,0.02112676056338028
205,1,107,0.009345794392523364
79,2,107,0.018691588785046728
274,2,107,0.018691588785046728
213,2,144,0.013888888888888888
25,5,166,0.030120481927710843
68444,0,2,0.0
61344,0,46,0.0
60512,3,107,0.028037383177570093
60577,0,107,0.0
97,0,88,0.0
296,5,203,0.024630541871921183
232,5,203,0.024630541871921183
62378,1,203,0.0049261083743842365
44,0,14,0.0
622,0,32,0.0
60591,2,141,0.014184397163120567
60207,3,203,0.014778325123152709
495,0,43,0.0
47,0,68,0.0
498,0,166,0.0
946,0,2,0.0
51,1,107,0.009345794392523364
60724,1,65,0.015384615384615385
60916,0,107,0.0
60790,2,203,0.009852216748768473
60536,3,32,0.09375
57,0,107,0.0
60218,1,203,0.0049261083743842365
189,0,68,0.0
60577,0,1,0.0
10,0,10,0.0
60218,0,5,0.0
7631,1,3,0.3333333333333333
60577,0,4,0.0
62302,0,4,0.0
60447,0,3,0.0
60512,0,4,0.0
640,0,26,0.0
66288,1,16,0.0625
64770,0,29,0.0
60435,0,7,0.0
213,0,2,0.0
61318,1,5,0.2
135,0,18,0.0
10,0,14,0.0
60826,0,20,0.0
60512,0,3,0.0
5,0,5,0.0
60981,2,9,0.2222222222222222
25,2,4,0.5
149,0,3,0.0
2103,0,36,0.0
679,1,25,0.04
94,0,10,0.0
60207,2,6,0.3333333333333333
111,1,2,0.5
60512,1,10,0.1
61031,0,4,0.0
111,1,1,1.0
288,0,10,0.0
274,2,52,0.038461538461538464
69,2,83,0.024096385542168676
213,0,88,0.0
85,3,147,0.02040816326530612
871,0,52,0.0
648,0,13,0.0
60264,1,50,0.02
296,0,52,0.0
268,0,52,0.0
1500,0,76,0.0
60207,0,50,0.0
8,0,1,0.0
44,0,1,0.0
5,0,5,0.0
151,0,3,0.0
248,0,1,0.0
60218,0,1,0.0
138,1,4,0.25
155,0,3,0.0
51,0,1,0.0
63395,0,1,0.0
213,0,1,0.0
5,0,1,0.0
62359,0,1,0.0
60536,0,1,0.0
60264,0,1,0.0
60697,0,1,0.0
57,0,1,0.0
25,0,1,0.0
300,0,1,0.0
669,0,1,0.0
111,0,1,0.0
64,0,6,0.0
60512,2,73,0.0273972602739726
274,0,55,0.0
260,2,73,0.0273972602739726
85,2,58,0.034482758620689655
5,1,84,0.011904761904761904
280,0,24,0.0
57,0,14,0.0
62318,1,2,0.5
495,1,6,0.16666666666666666
946,1,1,1.0
1043,1,1,1.0
5,0,1,0.0
60423,0,1,0.0
60328,0,1,0.0
60264,0,1,0.0
10,0,1,0.0
60365,0,1,0.0
60207,0,1,0.0
47,0,1,0.0
15,0,1,0.0
145,0,1,0.0
405,0,1,0.0
245,0,1,0.0
57,0,1,0.0
189,0,1,0.0
1,1,10,0.1
498,0,14,0.0
83,1,15,0.06666666666666667
196,0,5,0.0
62632,1,15,0.06666666666666667
8,0,25,0.0
60521,3,16,0.1875
44,2,38,0.05263157894736842
230,0,4,0.0
215,0,4,0.0
31,2,6,0.3333333333333333
149,0,2,0.0
64,1,3,0.3333333333333333
50,0,8,0.0
149,2,3,0.6666666666666666
85,0,2,0.0
25,0,8,0.0
123,2,3,0.6666666666666666
16,1,1,1.0
60423,0,4,0.0
60328,0,4,0.0
60512,2,16,0.125
5,0,7,0.0
149,1,1,1.0
219,0,16,0.0
69,0,5,0.0
5,0,28,0.0
61485,0,18,0.0
31,0,17,0.0
273,0,26,0.0
5,0,17,0.0
232,0,5,0.0
62318,1,2,0.5
62302,0,12,0.0
51,0,2,0.0
213,0,6,0.0
60423,0,4,0.0
60328,0,4,0.0
25,0,4,0.0
41,2,9,0.2222222222222222
60367,0,1,0.0
31,0,2,0.0
3826,0,4,0.0
562,0,29,0.0
197,0,31,0.0
5,0,35,0.0
902,0,33,0.0
25,1,3,0.3333333333333333
44,1,3,0.3333333333333333
495,0,10,0.0
50,0,5,0.0
5,0,2,0.0
85,0,2,0.0
25,0,5,0.0
60900,0,3,0.0
10,0,3,0.0
5,1,6,0.16666666666666666
60232,0,2,0.0
60218,2,8,0.25
10,1,4,0.25
621,0,8,0.0
60207,2,6,0.3333333333333333
287,1,5,0.2
323,0,15,0.0
267,0,35,0.0
156,0,55,0.0
25,0,17,0.0
60218,0,4,0.0
1,3,36,0.08333333333333333
16,0,3,0.0
440,2,4,0.5
8,0,3,0.0
97,0,3,0.0
196,0,9,0.0
213,0,13,0.0
8,0,3,0.0
15,0,16,0.0
60474,1,2,0.5
60218,0,1,0.0
31,0,1,0.0
290,0,11,0.0
707,0,2,0.0
213,0,14,0.0
8,1,11,0.09090909090909091
60218,0,1,0.0
138,2,6,0.3333333333333333
31,0,1,0.0
60423,1,3,0.3333333333333333
60328,1,3,0.3333333333333333
5,0,1,0.0
4710,0,2,0.0
60218,0,2,0.0
69,1,2,0.5
37,0,15,0.0
230,0,7,0.0
60232,0,2,0.0
75,0,15,0.0
47,1,10,0.1
61456,0,21,0.0
61267,0,5,0.0
179,0,9,0.0
245,0,8,0.0
85,2,22,0.09090909090909091
215,0,15,0.0
57,0,8,0.0
189,1,8,0.125
273,0,2,0.0
60232,0,6,0.0
60474,0,6,0.0
196,0,9,0.0
60328,1,9,0.1111111111111111
280,0,7,0.0
268,0,7,0.0
5,0,17,0.0
60207,1,9,0.1111111111111111
31,0,5,0.0
1,0,13,0.0
5,0,36,0.0
60423,1,13,0.07692307692307693
60328,1,13,0.07692307692307693
8,0,20,0.0
57,0,8,0.0
10,0,19,0.0
44,0,20,0.0
60207,1,20,0.05
60512,1,22,0.045454545454545456
62851,0,3,0.0
232,0,28,0.0
62348,2,4,0.5
323,0,1,0.0
69,0,1,0.0
25,1,33,0.030303030303030304
47,1,58,0.017241379310344827
192,0,5,0.0
60801,6,121,0.049586776859504134
1,4,249,0.01606425702811245
707,2,136,0.014705882352941176
196,4,169,0.023668639053254437
260,3,213,0.014084507042253521
5,0,87,0.0
69,2,159,0.012578616352201259
135,1,83,0.012048192771084338
267,1,165,0.006060606060606061
75,2,71,0.028169014084507043
268,0,42,0.0
60365,1,136,0.007352941176470588
274,2,70,0.02857142857142857
60819,2,146,0.0136986301369863
83,2,135,0.014814814814814815
85,0,13,0.0
405,3,118,0.025423728813559324
87,0,3,0.0
25,3,76,0.039473684210526314
156,0,62,0.0
1500,0,47,0.0
31,1,80,0.0125
287,5,154,0.032467532467532464
60512,0,20,0.0
62629,1,134,0.007462686567164179
37,2,71,0.028169014084507043
296,0,51,0.0
60264,5,170,0.029411764705882353
232,2,151,0.013245033112582781
44,2,78,0.02564102564102564
60591,1,10,0.1
111,3,35,0.08571428571428572
60207,3,232,0.01293103448275862
60916,0,4,0.0
61173,1,117,0.008547008547008548
245,3,124,0.024193548387096774
60470,4,195,0.020512820512820513
60790,0,136,0.0
57,0,1,0.0
60218,1,30,0.03333333333333333
64956,2,70,0.02857142857142857
145,1,6,0.16666666666666666
51,0,2,0.0
