fromId,toId,isTruth,APISupport,APIRank0,patternSupport
1,60470,true,2,0.5,41
1,219,true,2,0.5,18
1,10,false,3,0.75,33
1,60207,false,4,1.0,22
1,60447,true,2,0.5,12
1,60981,true,1,0.25,10
1,79,true,1,0.25,18
1,60468,false,1,0.25,8
1,107,true,0,0.0,43
1,60378,true,0,0.0,29
1,60591,true,0,0.0,21
1,382,true,0,0.0,10
1,62601,false,0,0.0,8
1,60252,false,0,0.0,26
1,60328,false,0,0.0,29
1,264,true,0,0.0,16
1,60423,false,0,0.0,15
1,60550,false,0,0.0,10
1,60305,false,0,0.0,9
1,60335,false,0,0.0,8
1,37,false,0,0.0,20
1,60760,false,0,0.0,25
1,60218,false,0,0.0,29
1,15,false,0,0.0,22
1,60612,false,0,0.0,9
1,60435,false,0,0.0,12
1,60536,false,0,0.0,17
1,83,true,0,0.0,32
1,274,false,0,0.0,14
1,60819,true,0,0.0,8
1,60764,false,0,0.0,8
1,31,false,0,0.0,23
1,85,false,0,0.0,13
1,115,false,0,0.0,33
1,51,false,0,0.0,25
1,8,false,0,0.0,35
1,156,false,0,0.0,24
1,60232,false,0,0.0,22
1,60240,false,0,0.0,33
1,60474,false,0,0.0,13
1,60420,false,0,0.0,13
1,41,false,0,0.0,14
1,74,false,0,0.0,11
1,216,false,0,0.0,21
1,135,false,0,0.0,11
1,44,false,0,0.0,31
1,60409,false,0,0.0,13
1,60481,false,0,0.0,14
1,25,false,0,0.0,36
1,55,false,0,0.0,32
1,69,false,0,0.0,15
1,46,false,0,0.0,31
1,68,false,0,0.0,28
1,60419,false,0,0.0,13
1,60417,false,0,0.0,8
1,57,false,0,0.0,20
1,198,false,0,0.0,21
1,200,false,0,0.0,21
1,60338,false,0,0.0,20
1,24,false,0,0.0,30
1,47,false,0,0.0,24
1,16,false,0,0.0,16
1,123,false,0,0.0,10
1,111,false,0,0.0,8
1,94,false,0,0.0,21
1,196,false,0,0.0,21
1,60352,false,0,0.0,19
1,60579,false,0,0.0,12
1,60359,false,0,0.0,12
1,213,false,0,0.0,12
1,52,false,0,0.0,29
1,60345,false,0,0.0,14
1,60597,false,0,0.0,9
1,246,false,0,0.0,14
1,75,false,0,0.0,12
1,60586,false,0,0.0,8
1,60494,false,0,0.0,14
1,36,false,0,0.0,20
1,193,false,0,0.0,11
1,60708,false,0,0.0,11
1,462,false,0,0.0,9
1,60264,false,0,0.0,18
1,32,false,0,0.0,28
1,5,false,0,0.0,24
1,30,false,0,0.0,25
1,204,false,0,0.0,12
1,60225,false,0,0.0,9
1,60506,false,0,0.0,12
1,268,false,0,0.0,9
1,26,false,0,0.0,29
1,185,false,0,0.0,17
1,60430,false,0,0.0,8
1,60644,false,0,0.0,9
1,60324,false,0,0.0,14
1,280,false,0,0.0,13
1,288,false,0,0.0,8
1,64,false,0,0.0,9
1,60713,false,0,0.0,9
1,60365,false,0,0.0,13
1,60304,false,0,0.0,15
1,87,false,0,0.0,9
1,67,false,0,0.0,16
1,97,false,0,0.0,16
1,118,false,0,0.0,8
1,175,false,0,0.0,8
1,60454,false,0,0.0,8
1,60407,false,0,0.0,8
1,60310,false,0,0.0,9
1,110,false,0,0.0,9
1,232,false,0,0.0,9
1,114,false,0,0.0,8
1,138,false,0,0.0,8
1,21,false,0,0.0,14
1,245,false,0,0.0,8
5,64,true,611,0.6438356164383562,183
5,151,true,949,1.0,32
5,123,false,163,0.17175974710221287,84
5,15,false,141,0.14857744994731295,111
5,31,false,140,0.1475237091675448,131
5,85,false,90,0.09483667017913593,77
5,149,false,65,0.0684931506849315,59
5,10,false,35,0.0368809272918862,145
5,138,false,648,0.6828240252897787,47
5,60218,false,29,0.030558482613277135,161
5,25,false,42,0.044257112750263436,192
5,90,false,222,0.2339304531085353,22
5,37,false,26,0.0273972602739726,67
5,47,false,22,0.023182297154899896,97
5,60207,false,17,0.01791359325605901,129
5,60420,false,84,0.08851422550052687,24
5,60417,false,72,0.07586933614330875,24
5,51,false,20,0.02107481559536354,74
5,60232,false,3,0.003161222339304531,101
5,8,false,9,0.009483667017913594,160
5,518,false,31,0.032665964172813484,14
5,44,false,9,0.009483667017913594,132
5,287,false,28,0.029504741833508957,27
5,69,false,9,0.009483667017913594,67
5,60240,false,4,0.004214963119072708,142
5,16,false,8,0.008429926238145416,75
5,52,false,17,0.01791359325605901,80
5,60474,false,20,0.02107481559536354,34
5,135,false,7,0.007376185458377239,42
5,60592,false,12,0.012644889357218124,32
5,60328,false,2,0.002107481559536354,85
5,230,false,3,0.003161222339304531,37
5,75,false,3,0.003161222339304531,40
5,60494,false,25,0.026343519494204427,38
5,94,false,8,0.008429926238145416,70
5,405,false,20,0.02107481559536354,16
5,46,false,6,0.006322444678609062,88
5,60933,false,11,0.011591148577449948,15
5,145,false,5,0.005268703898840885,42
5,60694,false,8,0.008429926238145416,22
5,60252,false,4,0.004214963119072708,49
5,60454,false,23,0.02423603793466807,21
5,60430,false,6,0.006322444678609062,35
5,57,false,2,0.002107481559536354,88
5,60467,false,12,0.012644889357218124,11
5,61047,false,3,0.003161222339304531,15
5,79,false,3,0.003161222339304531,81
5,370,false,36,0.037934668071654375,11
5,205,false,14,0.014752370916754479,33
5,41,false,1,0.001053740779768177,68
5,55,false,3,0.003161222339304531,77
5,60432,false,8,0.008429926238145416,24
5,32,false,2,0.002107481559536354,93
5,218,false,42,0.044257112750263436,14
5,189,false,16,0.01685985247629083,20
5,60612,false,16,0.01685985247629083,14
5,290,false,9,0.009483667017913594,13
5,60801,false,16,0.01685985247629083,17
5,60264,false,1,0.001053740779768177,76
5,61311,false,3,0.003161222339304531,12
5,216,false,1,0.001053740779768177,58
5,60831,false,1,0.001053740779768177,12
5,462,false,7,0.007376185458377239,18
5,165,false,2,0.002107481559536354,36
5,61906,false,1,0.001053740779768177,18
5,60579,false,6,0.006322444678609062,31
5,156,false,2,0.002107481559536354,49
5,60321,false,2,0.002107481559536354,21
5,60702,false,7,0.007376185458377239,17
5,267,false,9,0.009483667017913594,20
5,62252,false,6,0.006322444678609062,11
5,60425,false,3,0.003161222339304531,31
5,60512,false,1,0.001053740779768177,32
5,62660,false,11,0.011591148577449948,9
5,61318,false,4,0.004214963119072708,8
5,60444,false,1,0.001053740779768177,12
5,152,false,3,0.003161222339304531,32
5,2182,false,5,0.005268703898840885,10
5,323,false,3,0.003161222339304531,14
5,175,false,8,0.008429926238145416,26
5,60559,false,21,0.022128556375131718,12
5,60981,false,3,0.003161222339304531,17
