Unnamed: 0,fromLibrary,toLibrary,fromGroupArtifact,toGroupArtifact,inDepSeq,dataConfirmed
1039,high-scale-lib,mahout,com.boundary:high-scale-lib,org.apache.mahout:mahout-core,0,False
1040,high-scale-lib,trove4j,com.boundary:high-scale-lib,net.sf.trove4j:trove4j,0,False
1041,high-scale-lib,guava,com.boundary:high-scale-lib,com.google.guava:guava,1,False
1042,high-scale-lib,joda-time,com.boundary:high-scale-lib,joda-time:joda-time,1,False
1043,high-scale-lib,collections-generic,com.boundary:high-scale-lib,net.sourceforge.collections:collections-generic,0,False
1044,hppc,colt,com.carrotsearch:hppc,colt:colt,3,False
1045,hppc,javolution,com.carrotsearch:hppc,org.javolution:javolution,0,False
1046,hppc,commons-collections,com.carrotsearch:hppc,org.apache.commons:commons-collections4,2,False
1047,hppc,collections-generic,com.carrotsearch:hppc,net.sourceforge.collections:collections-generic,5,False
1048,hppc,mahout,com.carrotsearch:hppc,org.apache.mahout:mahout-math,0,False
1049,hppc,commons-collections,com.carrotsearch:hppc,commons-collections:commons-collections,9,False
1050,hppc,lambdaj,com.carrotsearch:hppc,com.googlecode.lambdaj:lambdaj,0,False
1051,hppc,mahout,com.carrotsearch:hppc,org.apache.mahout:mahout,0,False
1052,hppc,joda-time,com.carrotsearch:hppc,joda-time:joda-time,19,False
1053,hppc,fastutil,com.carrotsearch:hppc,it.unimi.dsi:fastutil,7,True
1054,hppc,mahout,com.carrotsearch:hppc,org.apache.mahout:mahout-core,0,False
1055,hppc,high-scale-lib,com.carrotsearch:hppc,com.boundary:high-scale-lib,1,False
1056,hppc,commons-lang,com.carrotsearch:hppc,commons-lang:commons-lang,9,False
1057,hppc,commons-lang,com.carrotsearch:hppc,org.apache.commons:commons-lang3,13,False
1058,hppc,trove4j,com.carrotsearch:hppc,net.sf.trove4j:trove4j,0,False
1059,hppc,mahout,com.carrotsearch:hppc,org.apache.mahout:mahout-collections,0,False
1060,hppc,guava,com.carrotsearch:hppc,com.google.guava:guava,30,False
1061,hppc,fastutil,com.carrotsearch:hppc,fastutil:fastutil,0,False
1062,hppc,javolution,com.carrotsearch:hppc,javolution:javolution,1,False
1063,hppc,samskivert,com.carrotsearch:hppc,com.samskivert:samskivert,0,False
1064,hsqldb,sqljet,org.hsqldb:hsqldb,org.tmatesoft.sqljet:sqljet,1,False
1065,hsqldb,hazelcast,org.hsqldb:hsqldb,com.hazelcast:hazelcast-client,103,False
1066,hsqldb,postgresql,org.hsqldb:hsqldb,org.postgresql:postgresql,146,False
1067,hsqldb,cassandra,org.hsqldb:hsqldb,com.datastax.cassandra:cassandra-driver-core,68,False
1068,hsqldb,sqlite-jdbc,org.hsqldb:hsqldb,org.wisdom-framework:sqlite-jdbc,0,False
1069,hsqldb,sqljet,hsqldb:hsqldb,org.tmatesoft.sqljet:sqljet,0,False
1070,hsqldb,postgresql,hsqldb:hsqldb,org.postgresql:postgresql,14,False
1071,hsqldb,sqlite-jdbc,hsqldb:hsqldb,org.wisdom-framework:sqlite-jdbc,0,False
1072,hsqldb,hbase,org.hsqldb:hsqldb,org.apache.hbase:hbase-client,9,False
1073,hsqldb,infinispan,org.hsqldb:hsqldb,org.infinispan:infinispan-core,14,False
1074,hsqldb,derby,org.hsqldb:hsqldb,org.apache.derby:derbyclient,11,False
1075,hsqldb,neo4j,org.hsqldb:hsqldb,org.neo4j:neo4j,5,False
1076,hsqldb,postgresql,hsqldb:hsqldb,postgresql:postgresql,72,False
1077,hsqldb,hbase,org.hsqldb:hsqldb,org.apache.hbase:hbase,5,False
1078,hsqldb,hazelcast,hsqldb:hsqldb,com.hazelcast:hazelcast-client,0,False
1079,hsqldb,cassandra,hsqldb:hsqldb,org.apache.cassandra:cassandra-all,6,False
1080,hsqldb,hazelcast,org.hsqldb:hsqldb,com.hazelcast:hazelcast,136,False
1081,hsqldb,sqlite-jdbc,org.hsqldb:hsqldb,org.xerial:sqlite-jdbc,141,False
1082,hsqldb,derby,hsqldb:hsqldb,org.apache.derby:derby,60,True
1083,hsqldb,cassandra,hsqldb:hsqldb,com.datastax.cassandra:cassandra-driver-core,6,False
1084,hsqldb,derby,org.hsqldb:hsqldb,org.apache.derby:derby,114,True
1085,hsqldb,sqlite-jdbc,hsqldb:hsqldb,org.xerial:sqlite-jdbc,2,False
1086,hsqldb,cassandra,org.hsqldb:hsqldb,org.apache.cassandra:cassandra-all,15,False
1087,hsqldb,infinispan,hsqldb:hsqldb,org.infinispan:infinispan-core,6,False
1088,hsqldb,hbase,hsqldb:hsqldb,org.apache.hbase:hbase,0,False
1089,hsqldb,mongo-java-driver,org.hsqldb:hsqldb,org.mongodb:mongo-java-driver,17,False
1090,hsqldb,hbase,org.hsqldb:hsqldb,org.apache.hbase:hbase-server,7,False
1091,hsqldb,neo4j,hsqldb:hsqldb,org.neo4j:neo4j,1,False
1092,hsqldb,mongo-java-driver,hsqldb:hsqldb,org.mongodb:mongo-java-driver,14,False
1093,hsqldb,h2,hsqldb:hsqldb,com.h2database:h2,56,True
1094,hsqldb,derby,hsqldb:hsqldb,org.apache.derby:derbyclient,16,True
1095,hsqldb,hbase,hsqldb:hsqldb,org.apache.hbase:hbase-client,0,False
1096,hsqldb,hazelcast,hsqldb:hsqldb,com.hazelcast:hazelcast,3,False
1097,hsqldb,postgresql,org.hsqldb:hsqldb,postgresql:postgresql,26,False
1098,hsqldb,hbase,hsqldb:hsqldb,org.apache.hbase:hbase-server,0,False
1099,hsqldb,h2,org.hsqldb:hsqldb,com.h2database:h2,343,True
1100,htmlcleaner,tagsoup,net.sourceforge.htmlcleaner:htmlcleaner,tagsoup:tagsoup,0,False
1101,htmlcleaner,nekohtml,net.sourceforge.htmlcleaner:htmlcleaner,nekohtml:nekohtml,0,False
1102,htmlcleaner,nekohtml,net.sourceforge.htmlcleaner:htmlcleaner,net.sourceforge.nekohtml:nekohtml,2,False
1103,htmlcleaner,jericho-html,net.sourceforge.htmlcleaner:htmlcleaner,net.htmlparser:jericho-html,0,False
1104,htmlcleaner,htmlparser,net.sourceforge.htmlcleaner:htmlcleaner,org.htmlparser:htmlparser,1,False
1105,htmlcleaner,jericho-html,net.sourceforge.htmlcleaner:htmlcleaner,net.htmlparser.jericho:jericho-html,1,False
1106,htmlcleaner,htmlunit,net.sourceforge.htmlcleaner:htmlcleaner,htmlunit:htmlunit,0,False
1107,htmlcleaner,htmlparser,net.sourceforge.htmlcleaner:htmlcleaner,nu.validator:htmlparser,0,False
1108,htmlcleaner,htmlparser,net.sourceforge.htmlcleaner:htmlcleaner,nu.validator.htmlparser:htmlparser,0,False
1109,htmlcleaner,tagsoup,net.sourceforge.htmlcleaner:htmlcleaner,org.ccil.cowan.tagsoup:tagsoup,2,False
1110,htmlcleaner,jsoup,net.sourceforge.htmlcleaner:htmlcleaner,org.jsoup:jsoup,5,False
1111,htmlcleaner,htmlunit,net.sourceforge.htmlcleaner:htmlcleaner,org.keycloak:keycloak-appliance-dist-all,0,False
1112,htmlparser,jsoup,nu.validator.htmlparser:htmlparser,org.jsoup:jsoup,0,False
1113,htmlparser,nekohtml,nu.validator:htmlparser,net.sourceforge.nekohtml:nekohtml,0,False
1114,htmlparser,jericho-html,nu.validator.htmlparser:htmlparser,net.htmlparser.jericho:jericho-html,0,False
1115,htmlparser,htmlcleaner,nu.validator:htmlparser,net.sourceforge.htmlcleaner:htmlcleaner,0,False
1116,htmlparser,nekohtml,nu.validator.htmlparser:htmlparser,nekohtml:nekohtml,0,False
1117,htmlparser,tagsoup,org.htmlparser:htmlparser,tagsoup:tagsoup,0,False
1118,htmlparser,htmlunit,nu.validator.htmlparser:htmlparser,org.keycloak:keycloak-appliance-dist-all,0,False
1119,htmlparser,jericho-html,org.htmlparser:htmlparser,net.htmlparser.jericho:jericho-html,2,False
1120,htmlparser,jsoup,nu.validator:htmlparser,org.jsoup:jsoup,0,False
1121,htmlparser,jericho-html,nu.validator:htmlparser,net.htmlparser.jericho:jericho-html,0,False
1122,htmlparser,htmlcleaner,org.htmlparser:htmlparser,net.sourceforge.htmlcleaner:htmlcleaner,1,False
1123,htmlparser,htmlcleaner,nu.validator.htmlparser:htmlparser,net.sourceforge.htmlcleaner:htmlcleaner,0,False
1124,htmlparser,htmlunit,org.htmlparser:htmlparser,org.keycloak:keycloak-appliance-dist-all,0,False
1125,htmlparser,nekohtml,org.htmlparser:htmlparser,net.sourceforge.nekohtml:nekohtml,8,True
1126,htmlparser,nekohtml,nu.validator.htmlparser:htmlparser,net.sourceforge.nekohtml:nekohtml,3,False
1127,htmlparser,tagsoup,nu.validator:htmlparser,tagsoup:tagsoup,0,False
1128,htmlparser,tagsoup,nu.validator:htmlparser,org.ccil.cowan.tagsoup:tagsoup,0,False
1129,htmlparser,tagsoup,org.htmlparser:htmlparser,org.ccil.cowan.tagsoup:tagsoup,0,False
1130,htmlparser,jericho-html,nu.validator:htmlparser,net.htmlparser:jericho-html,0,False
1131,htmlparser,htmlunit,nu.validator.htmlparser:htmlparser,htmlunit:htmlunit,0,False
1132,htmlparser,tagsoup,nu.validator.htmlparser:htmlparser,org.ccil.cowan.tagsoup:tagsoup,1,False
1133,htmlparser,tagsoup,nu.validator.htmlparser:htmlparser,tagsoup:tagsoup,0,False
1134,htmlparser,nekohtml,org.htmlparser:htmlparser,nekohtml:nekohtml,0,False
1135,htmlparser,htmlunit,nu.validator:htmlparser,org.keycloak:keycloak-appliance-dist-all,0,False
1136,htmlparser,nekohtml,nu.validator:htmlparser,nekohtml:nekohtml,0,False
1137,htmlparser,htmlunit,nu.validator:htmlparser,htmlunit:htmlunit,0,False
1138,htmlparser,jericho-html,org.htmlparser:htmlparser,net.htmlparser:jericho-html,0,False
1139,htmlparser,htmlunit,org.htmlparser:htmlparser,htmlunit:htmlunit,0,False
1140,htmlparser,jericho-html,nu.validator.htmlparser:htmlparser,net.htmlparser:jericho-html,0,False
1141,htmlparser,jsoup,org.htmlparser:htmlparser,org.jsoup:jsoup,3,False
1142,htmlunit,tagsoup,org.keycloak:keycloak-appliance-dist-all,org.ccil.cowan.tagsoup:tagsoup,0,False
1143,htmlunit,nekohtml,htmlunit:htmlunit,net.sourceforge.nekohtml:nekohtml,1,False
1144,htmlunit,jsoup,htmlunit:htmlunit,org.jsoup:jsoup,0,False
1145,htmlunit,htmlparser,htmlunit:htmlunit,nu.validator:htmlparser,0,False
1146,htmlunit,jericho-html,htmlunit:htmlunit,net.htmlparser.jericho:jericho-html,0,False
1147,htmlunit,htmlparser,htmlunit:htmlunit,org.htmlparser:htmlparser,0,False
1148,htmlunit,nekohtml,org.keycloak:keycloak-appliance-dist-all,net.sourceforge.nekohtml:nekohtml,0,False
1149,htmlunit,htmlparser,org.keycloak:keycloak-appliance-dist-all,nu.validator.htmlparser:htmlparser,0,False
1150,htmlunit,jericho-html,htmlunit:htmlunit,net.htmlparser:jericho-html,0,False
1151,htmlunit,tagsoup,htmlunit:htmlunit,org.ccil.cowan.tagsoup:tagsoup,0,False
1152,htmlunit,htmlcleaner,htmlunit:htmlunit,net.sourceforge.htmlcleaner:htmlcleaner,0,False
1153,htmlunit,jericho-html,org.keycloak:keycloak-appliance-dist-all,net.htmlparser:jericho-html,0,False
1154,htmlunit,htmlparser,org.keycloak:keycloak-appliance-dist-all,org.htmlparser:htmlparser,0,False
1155,htmlunit,htmlcleaner,org.keycloak:keycloak-appliance-dist-all,net.sourceforge.htmlcleaner:htmlcleaner,0,False
1156,htmlunit,nekohtml,org.keycloak:keycloak-appliance-dist-all,nekohtml:nekohtml,0,False
1157,htmlunit,htmlparser,htmlunit:htmlunit,nu.validator.htmlparser:htmlparser,0,False
1158,htmlunit,nekohtml,htmlunit:htmlunit,nekohtml:nekohtml,0,False
1159,htmlunit,tagsoup,org.keycloak:keycloak-appliance-dist-all,tagsoup:tagsoup,0,False
1160,htmlunit,jsoup,org.keycloak:keycloak-appliance-dist-all,org.jsoup:jsoup,0,False
1161,htmlunit,htmlparser,org.keycloak:keycloak-appliance-dist-all,nu.validator:htmlparser,0,False
1162,htmlunit,tagsoup,htmlunit:htmlunit,tagsoup:tagsoup,0,False
1163,htmlunit,jericho-html,org.keycloak:keycloak-appliance-dist-all,net.htmlparser.jericho:jericho-html,0,False
1164,httpclient,signpost,org.apache.httpcomponents:httpclient,oauth.signpost:signpost-core,1,False
1165,httpclient,commons-httpclient,org.apache.httpcomponents:httpclient,commons-httpclient:commons-httpclient,121,True
1166,httpclient,scribe,org.apache.httpcomponents:httpclient,org.scribe:scribe,1,False
1167,httpclient,signpost,org.apache.httpcomponents:httpmime,oauth.signpost:signpost-core,0,False
1168,httpclient,scribe,org.apache.httpcomponents:httpmime,org.scribe:scribe,1,False
1169,httpclient,commons-httpclient,org.apache.httpcomponents:httpmime,commons-httpclient:commons-httpclient,26,False
1170,httpcore,commons-httpclient,org.apache.httpcomponents:httpcore,commons-httpclient:commons-httpclient,101,True
1171,httpcore,scribe,org.apache.httpcomponents:httpcore,org.scribe:scribe,2,False
1172,httpcore,signpost,org.apache.httpcomponents:httpcore,oauth.signpost:signpost-core,3,False
1173,httpunit,jwebunit,net.sourceforge.jwebunit:jwebunit,jwebunit:jwebunit,0,False
1174,httpunit,selenium,httpunit:httpunit,org.seleniumhq.selenium:selenium-server,0,False
1175,httpunit,jwebunit,httpunit:httpunit,jwebunit:jwebunit,4,False
1176,httpunit,selenium,net.sourceforge.jwebunit:jwebunit,org.seleniumhq.selenium:selenium-server,0,False
1177,httpunit,selenium,httpunit:httpunit,org.seleniumhq.selenium:selenium-java,0,False
1178,httpunit,selenium,org.httpunit:httpunit,org.seleniumhq.selenium:selenium-server,0,False
1179,httpunit,selenium,net.sourceforge.jwebunit:jwebunit,org.seleniumhq.selenium:selenium-api,0,False
1180,httpunit,selenium,org.httpunit:httpunit,org.seleniumhq.selenium:selenium-java,0,False
1181,httpunit,jwebunit,org.httpunit:httpunit,jwebunit:jwebunit,0,False
1182,httpunit,selenium,org.httpunit:httpunit,org.seleniumhq.selenium:selenium-api,20,False
1183,httpunit,selenium,net.sourceforge.jwebunit:jwebunit,org.seleniumhq.selenium:selenium-java,0,False
1184,httpunit,selenium,httpunit:httpunit,org.seleniumhq.selenium:selenium-api,1,False
1185,infinispan,derby,org.infinispan:infinispan-core,org.apache.derby:derby,14,False
1186,infinispan,postgresql,org.infinispan:infinispan-core,postgresql:postgresql,19,False
1187,infinispan,postgresql,org.infinispan:infinispan-core,org.postgresql:postgresql,10,False
1188,infinispan,sqlite-jdbc,org.infinispan:infinispan-core,org.xerial:sqlite-jdbc,0,False
1189,infinispan,hbase,org.infinispan:infinispan-core,org.apache.hbase:hbase,0,False
1190,infinispan,hsqldb,org.infinispan:infinispan-core,hsqldb:hsqldb,0,False
1191,infinispan,h2,org.infinispan:infinispan-core,com.h2database:h2,31,False
1192,infinispan,hbase,org.infinispan:infinispan-core,org.apache.hbase:hbase-client,0,False
1193,infinispan,derby,org.infinispan:infinispan-core,org.apache.derby:derbyclient,0,False
1194,infinispan,hbase,org.infinispan:infinispan-core,org.apache.hbase:hbase-server,0,False
1195,infinispan,hsqldb,org.infinispan:infinispan-core,org.hsqldb:hsqldb,4,False
1196,infinispan,sqljet,org.infinispan:infinispan-core,org.tmatesoft.sqljet:sqljet,0,False
1197,infinispan,neo4j,org.infinispan:infinispan-core,org.neo4j:neo4j,0,False
1198,infinispan,cassandra,org.infinispan:infinispan-core,org.apache.cassandra:cassandra-all,8,False
1199,infinispan,hazelcast,org.infinispan:infinispan-core,com.hazelcast:hazelcast,0,False
1200,infinispan,mongo-java-driver,org.infinispan:infinispan-core,org.mongodb:mongo-java-driver,26,False
1201,infinispan,cassandra,org.infinispan:infinispan-core,com.datastax.cassandra:cassandra-driver-core,17,False
1202,infinispan,sqlite-jdbc,org.infinispan:infinispan-core,org.wisdom-framework:sqlite-jdbc,0,False
1203,infinispan,hazelcast,org.infinispan:infinispan-core,com.hazelcast:hazelcast-client,0,False
1204,iogi,reflections,br.com.caelum:iogi,org.reflections:reflections,0,False
1205,iogi,objenesis,br.com.caelum:iogi,org.objenesis:objenesis,0,False
1206,iogi,scannotation,br.com.caelum:iogi,net.sf.scannotation:scannotation,4,False
1207,iogi,guice,br.com.caelum:iogi,com.google.inject:guice,2,False
1208,iogi,reflectasm,br.com.caelum:iogi,com.esotericsoftware.reflectasm:reflectasm,0,False
1209,iogi,guice,br.com.caelum:iogi,org.sonatype.sisu:sisu-guice,0,False
1210,iogi,groovy,br.com.caelum:iogi,groovy:groovy,0,False
1211,iogi,groovy,br.com.caelum:iogi,org.codehaus.groovy:groovy,0,False
1212,iogi,groovy,br.com.caelum:iogi,org.codehaus.groovy:groovy-all,0,False
1213,iogi,scannotation,br.com.caelum:iogi,org.scannotation:scannotation,0,False
1214,iogi,reflectasm,br.com.caelum:iogi,com.esotericsoftware:reflectasm,0,False
1215,iogi,groovy,br.com.caelum:iogi,groovy:groovy-all,0,False
1216,itext,jasperreports,com.itextpdf:itextpdf,net.sf.jasperreports:jasperreports,0,False
1217,itext,jasperreports,com.lowagie:itext,net.sf.jasperreports:jasperreports,16,False
1218,itext,pdfbox,com.lowagie:itext,pdfbox:pdfbox,0,False
1219,itext,pdfbox,com.lowagie:itext,org.apache.pdfbox:pdfbox,8,False
1220,itext,pdfbox,itext:itext,org.apache.pdfbox:pdfbox,0,False
1221,itext,jasperreports,itext:itext,net.sf.jasperreports:jasperreports,0,False
1222,itext,jasperreports,com.lowagie:itext,jasperreports:jasperreports,3,False
1223,itext,pdfbox,com.itextpdf:itextpdf,pdfbox:pdfbox,0,False
1224,itext,jasperreports,com.itextpdf:itextpdf,jasperreports:jasperreports,0,False
1225,itext,jasperreports,itext:itext,jasperreports:jasperreports,0,False
1226,itext,pdfbox,itext:itext,pdfbox:pdfbox,0,False
1227,itext,pdfbox,com.itextpdf:itextpdf,org.apache.pdfbox:pdfbox,9,True
1228,jackson,json-lib,org.codehaus.jackson:jackson-mapper-asl,com.hynnet:json-lib,0,False
1229,jackson,json-path,org.codehaus.jackson:jackson-xc,com.jayway.jsonpath:json-path,10,False
1230,jackson,jsonic,org.codehaus.jackson:jackson-mapper-asl,net.arnx:jsonic,4,False
1231,jackson,fastjson,com.fasterxml.jackson.core:jackson-core,com.alibaba:fastjson,28,True
1232,jackson,flexjson,com.fasterxml.jackson.core:jackson-databind,io.github.benas:xstream,0,False
1233,jackson,json-path,org.codehaus.jackson:jackson-xc,io.paradoxical:json-path,0,False
1234,jackson,fastjson,com.fasterxml.jackson.core:jackson-databind,com.alibaba:fastjson,55,True
1235,jackson,jsonic,org.codehaus.jackson:jackson-core-asl,net.arnx:jsonic,3,False
1236,jackson,flexjson,org.codehaus.jackson:jackson-core-asl,io.github.benas:xstream,0,False
1237,jackson,json-path,com.fasterxml.jackson.core:jackson-annotations,com.jayway.jsonpath:json-path,102,False
1238,jackson,flexjson,com.fasterxml.jackson.core:jackson-annotations,io.github.benas:xstream,0,False
1239,jackson,json-simple,com.fasterxml.jackson.core:jackson-core,com.github.cliftonlabs:json-simple,0,False
1240,jackson,org.json,org.codehaus.jackson:jackson-mapper-asl,org.json:json,125,True
1241,jackson,jsonic,org.codehaus.jackson:jackson-xc,net.arnx:jsonic,0,False
1242,jackson,flexjson,org.codehaus.jackson:jackson-mapper-asl,net.sf.flexjson:flexjson,13,False
1243,jackson,json-lib,com.fasterxml.jackson.core:jackson-databind,net.sf.json-lib:json-lib,13,False
1244,jackson,xstream,com.fasterxml.jackson.core:jackson-annotations,com.thoughtworks.xstream:xstream,21,False
1245,jackson,json-smart,com.fasterxml.jackson.core:jackson-annotations,net.minidev:json-smart,13,False
1246,jackson,jsonic,com.fasterxml.jackson.core:jackson-core,net.arnx:jsonic,0,False
1247,jackson,json-simple,com.fasterxml.jackson.core:jackson-annotations,com.googlecode.json-simple:json-simple,87,False
1248,jackson,json-lib,com.fasterxml.jackson.core:jackson-annotations,com.hynnet:json-lib,0,False
1249,jackson,org.json,com.fasterxml.jackson.core:jackson-core,org.json:json,1053,True
1250,jackson,json-lib,com.fasterxml.jackson.core:jackson-core,net.sf.json-lib:json-lib,12,False
1251,jackson,json-path,org.codehaus.jackson:jackson-core-asl,com.jayway.jsonpath:json-path,20,False
1252,jackson,gson,org.codehaus.jackson:jackson-mapper-asl,com.google.code.gson:gson,127,True
1253,jackson,json-lib,org.codehaus.jackson:jackson-xc,com.hynnet:json-lib,0,False
1254,jackson,json-path,org.codehaus.jackson:jackson-xc,com.jayway.restassured:json-path,0,False
1255,jackson,flexjson,com.fasterxml.jackson.core:jackson-databind,org.hudsonci.tools:xstream,0,False
1256,jackson,json-simple,org.codehaus.jackson:jackson-core-asl,com.googlecode.json-simple:json-simple,45,False
1257,jackson,flexjson,org.codehaus.jackson:jackson-mapper-asl,org.sonatype.nexus.xstream:xstream,0,False
1258,jackson,gson,org.codehaus.jackson:jackson-core-asl,com.google.code.gson:gson,97,True
1259,jackson,jettison,com.fasterxml.jackson.core:jackson-databind,org.codehaus.jettison:jettison,41,False
1260,jackson,json-path,org.codehaus.jackson:jackson-mapper-asl,com.jayway.jsonpath:json-path,35,False
1261,jackson,xstream,org.codehaus.jackson:jackson-core-asl,com.thoughtworks.xstream:xstream,73,False
1262,jackson,json-lib,com.fasterxml.jackson.core:jackson-databind,com.hynnet:json-lib,0,False
1263,jackson,json-path,com.fasterxml.jackson.core:jackson-databind,com.jayway.restassured:json-path,2,False
1264,jackson,json-simple,com.fasterxml.jackson.core:jackson-core,com.googlecode.json-simple:json-simple,656,False
1265,jackson,flexjson,org.codehaus.jackson:jackson-xc,net.sf.flexjson:flexjson,2,False
1266,jackson,json-simple,org.codehaus.jackson:jackson-mapper-asl,com.googlecode.json-simple:json-simple,61,False
1267,jackson,json-path,com.fasterxml.jackson.core:jackson-databind,io.paradoxical:json-path,0,False
1268,jackson,flexjson,com.fasterxml.jackson.core:jackson-databind,net.sf.flexjson:flexjson,1,False
1269,jackson,json-simple,com.fasterxml.jackson.core:jackson-databind,com.github.cliftonlabs:json-simple,0,False
1270,jackson,json-lib,com.fasterxml.jackson.core:jackson-core,org.kohsuke.stapler:json-lib,0,False
1271,jackson,xstream,org.codehaus.jackson:jackson-xc,xstream:xstream,0,False
1272,jackson,xstream,com.fasterxml.jackson.core:jackson-databind,com.thoughtworks.xstream:xstream,25,False
1273,jackson,org.json,com.fasterxml.jackson.core:jackson-databind,org.json:json,1071,True
1274,jackson,svenson,com.fasterxml.jackson.core:jackson-core,com.google.code.svenson:svenson,0,False
1275,jackson,flexjson,com.fasterxml.jackson.core:jackson-databind,org.sonatype.nexus.xstream:xstream,0,False
1276,jackson,gson,com.fasterxml.jackson.core:jackson-annotations,com.google.code.gson:gson,165,True
1277,jackson,fastjson,org.codehaus.jackson:jackson-mapper-asl,com.alibaba:fastjson,21,False
1278,jackson,json-smart,org.codehaus.jackson:jackson-xc,net.minidev:json-smart,3,False
1279,jackson,flexjson,org.codehaus.jackson:jackson-core-asl,org.sonatype.nexus.xstream:xstream,0,False
1280,jackson,xstream,com.fasterxml.jackson.core:jackson-core,com.thoughtworks.xstream:xstream,23,False
1281,jackson,json-lib,com.fasterxml.jackson.core:jackson-databind,org.kohsuke.stapler:json-lib,0,False
1282,jackson,json-path,com.fasterxml.jackson.core:jackson-core,io.paradoxical:json-path,0,False
1283,jackson,fastjson,org.codehaus.jackson:jackson-core-asl,com.alibaba:fastjson,10,False
1284,jackson,json-lib,org.codehaus.jackson:jackson-core-asl,net.sf.json-lib:json-lib,33,False
1285,jackson,json-lib,org.codehaus.jackson:jackson-mapper-asl,net.sf.json-lib:json-lib,32,False
1286,jackson,json-smart,org.codehaus.jackson:jackson-core-asl,net.minidev:json-smart,9,False
1287,jackson,xstream,org.codehaus.jackson:jackson-mapper-asl,xstream:xstream,5,False
1288,jackson,flexjson,org.codehaus.jackson:jackson-core-asl,net.sf.flexjson:flexjson,5,False
1289,jackson,json-simple,org.codehaus.jackson:jackson-mapper-asl,com.github.cliftonlabs:json-simple,0,False
1290,jackson,flexjson,org.codehaus.jackson:jackson-core-asl,org.hudsonci.tools:xstream,0,False
1291,jackson,flexjson,com.fasterxml.jackson.core:jackson-core,org.hudsonci.tools:xstream,0,False
1292,jackson,org.json,com.fasterxml.jackson.core:jackson-annotations,org.json:json,145,True
1293,jackson,json-smart,com.fasterxml.jackson.core:jackson-databind,net.minidev:json-smart,15,False
1294,jackson,json-simple,com.fasterxml.jackson.core:jackson-databind,com.googlecode.json-simple:json-simple,668,False
1295,jackson,flexjson,com.fasterxml.jackson.core:jackson-core,net.sf.flexjson:flexjson,1,False
1296,jackson,json-simple,org.codehaus.jackson:jackson-xc,com.googlecode.json-simple:json-simple,16,False
1297,jackson,svenson,org.codehaus.jackson:jackson-mapper-asl,com.google.code.svenson:svenson,0,False
1298,jackson,json-path,com.fasterxml.jackson.core:jackson-databind,com.jayway.jsonpath:json-path,375,False
1299,jackson,json-path,com.fasterxml.jackson.core:jackson-annotations,io.paradoxical:json-path,0,False
1300,jackson,json-simple,org.codehaus.jackson:jackson-core-asl,com.github.cliftonlabs:json-simple,0,False
1301,jackson,jettison,org.codehaus.jackson:jackson-core-asl,org.codehaus.jettison:jettison,132,False
1302,jackson,flexjson,com.fasterxml.jackson.core:jackson-annotations,net.sf.flexjson:flexjson,1,False
1303,jackson,gson,com.fasterxml.jackson.core:jackson-databind,com.google.code.gson:gson,1523,True
1304,jackson,json-lib,org.codehaus.jackson:jackson-xc,net.sf.json-lib:json-lib,2,False
1305,jackson,fastjson,com.fasterxml.jackson.core:jackson-annotations,com.alibaba:fastjson,21,False
1306,jackson,jsonic,com.fasterxml.jackson.core:jackson-annotations,net.arnx:jsonic,0,False
1307,jackson,org.json,org.codehaus.jackson:jackson-xc,org.json:json,36,False
1308,jackson,flexjson,org.codehaus.jackson:jackson-xc,org.hudsonci.tools:xstream,0,False
1309,jackson,jsonic,com.fasterxml.jackson.core:jackson-databind,net.arnx:jsonic,0,False
1310,jackson,json-lib,com.fasterxml.jackson.core:jackson-core,com.hynnet:json-lib,0,False
1311,jackson,flexjson,org.codehaus.jackson:jackson-xc,io.github.benas:xstream,0,False
1312,jackson,json-path,org.codehaus.jackson:jackson-core-asl,io.paradoxical:json-path,0,False
1313,jackson,gson,org.codehaus.jackson:jackson-xc,com.google.code.gson:gson,30,False
1314,jackson,json-smart,org.codehaus.jackson:jackson-mapper-asl,net.minidev:json-smart,9,False
1315,jackson,jettison,org.codehaus.jackson:jackson-mapper-asl,org.codehaus.jettison:jettison,129,False
1316,jackson,json-simple,com.fasterxml.jackson.core:jackson-annotations,com.github.cliftonlabs:json-simple,0,False
1317,jackson,jettison,com.fasterxml.jackson.core:jackson-annotations,org.codehaus.jettison:jettison,34,False
1318,jackson,json-path,org.codehaus.jackson:jackson-mapper-asl,com.jayway.restassured:json-path,0,False
1319,jackson,svenson,org.codehaus.jackson:jackson-xc,com.google.code.svenson:svenson,0,False
1320,jackson,org.json,org.codehaus.jackson:jackson-core-asl,org.json:json,88,False
1321,jackson,jettison,com.fasterxml.jackson.core:jackson-core,org.codehaus.jettison:jettison,34,False
1322,jackson,json-path,com.fasterxml.jackson.core:jackson-annotations,com.jayway.restassured:json-path,1,False
1323,jackson,json-path,com.fasterxml.jackson.core:jackson-core,com.jayway.restassured:json-path,1,False
1324,jackson,flexjson,com.fasterxml.jackson.core:jackson-core,io.github.benas:xstream,0,False
1325,jackson,svenson,com.fasterxml.jackson.core:jackson-databind,com.google.code.svenson:svenson,0,False
1326,jackson,json-lib,org.codehaus.jackson:jackson-xc,org.kohsuke.stapler:json-lib,0,False
1327,jackson,svenson,com.fasterxml.jackson.core:jackson-annotations,com.google.code.svenson:svenson,0,False
