Unnamed: 0,fromLibrary,toLibrary,fromGroupArtifact,toGroupArtifact,inDepSeq,dataConfirmed
0,Permissions,PermissionsEx,com.liferay:com.liferay.application.list.user.personal.site.permissions,com.paypal.sdk:permissionssdk,0,False
1,Permissions,PermissionsEx,com.liferay:com.liferay.application.list.user.personal.site.permissions,de.ebf:spring-granular-permissions,0,False
2,Permissions,PermissionsEx,com.liferay:com.liferay.application.list.user.personal.site.permissions,org.jasig.portal:uPortal-security-permissions,0,False
3,PermissionsEx,Permissions,org.jasig.portal:uPortal-security-permissions,com.liferay:com.liferay.application.list.user.personal.site.permissions,0,False
4,PermissionsEx,Permissions,de.ebf:spring-granular-permissions,com.liferay:com.liferay.application.list.user.personal.site.permissions,0,False
5,PermissionsEx,Permissions,com.paypal.sdk:permissionssdk,com.liferay:com.liferay.application.list.user.personal.site.permissions,0,False
6,antlr,java-cup,antlr:antlr,edu.princeton.cup:java-cup,0,False
7,antlr,parboiled,antlr:antlr,org.parboiled:parboiled-core,0,False
8,antlr,parboiled,org.antlr:antlr,org.parboiled:parboiled-core,0,False
9,antlr,jflex,org.antlr:antlr,de.jflex:jflex,0,False
10,antlr,parboiled,org.antlr:antlr4-runtime,org.parboiled:parboiled-core,1,False
11,antlr,jflex,org.antlr:antlr4,de.jflex:jflex,0,False
12,antlr,java-cup,org.antlr:antlr4-runtime,net.sf.squirrel-sql.thirdparty-non-maven:java-cup,0,False
13,antlr,parboiled,org.antlr:antlr4,org.parboiled:parboiled-core,0,False
14,antlr,java-cup,org.antlr:antlr4,net.sf.squirrel-sql.thirdparty-non-maven:java-cup,0,False
15,antlr,parboiled,org.antlr:antlr-runtime,org.parboiled:parboiled-java,0,False
16,antlr,parboiled,org.antlr:antlr4,org.parboiled:parboiled-java,0,False
17,antlr,parboiled,org.antlr:antlr-runtime,org.parboiled:parboiled-core,0,False
18,antlr,java-cup,org.antlr:antlr,edu.princeton.cup:java-cup,0,False
19,antlr,java-cup,antlr:antlr,net.sf.squirrel-sql.thirdparty-non-maven:java-cup,0,False
20,antlr,java-cup,org.antlr:antlr4-runtime,edu.princeton.cup:java-cup,0,False
21,antlr,jflex,org.antlr:antlr-runtime,de.jflex:jflex,0,False
22,antlr,java-cup,org.antlr:antlr-runtime,edu.princeton.cup:java-cup,0,False
23,antlr,parboiled,org.antlr:antlr4-runtime,org.parboiled:parboiled-java,1,False
24,antlr,java-cup,org.antlr:antlr-runtime,net.sf.squirrel-sql.thirdparty-non-maven:java-cup,0,False
25,antlr,parboiled,antlr:antlr,org.parboiled:parboiled-java,0,False
26,antlr,parboiled,org.antlr:antlr,org.parboiled:parboiled-java,0,False
27,antlr,jflex,antlr:antlr,de.jflex:jflex,0,False
28,antlr,java-cup,org.antlr:antlr,net.sf.squirrel-sql.thirdparty-non-maven:java-cup,0,False
29,antlr,java-cup,org.antlr:antlr4,edu.princeton.cup:java-cup,0,False
30,antlr,jflex,org.antlr:antlr4-runtime,de.jflex:jflex,0,False
31,apache-mina,netty,org.kie.modules:org-apache-mina,io.netty:netty,0,False
32,apache-mina,netty,org.kie.modules:org-apache-mina,io.netty:netty-all,0,False
33,args4j,jline,args4j:args4j,jline:jline,10,False
34,args4j,jline,args4j:args4j,org.sonatype.jline:jline,0,False
35,args4j,jopt-simple,args4j:args4j,net.sf.jopt-simple:jopt-simple,6,True
36,args4j,commons-cli,args4j:args4j,org.apache.mahout.commons:commons-cli,0,False
37,args4j,jcommander,args4j:args4j,de.weltraumschaf.commons:jcommander,0,False
38,args4j,commons-cli,args4j:args4j,commons-cli:commons-cli,10,False
39,args4j,jline,args4j:args4j,org.jline:jline,0,False
40,args4j,jcommander,args4j:args4j,com.beust:jcommander,2,False
41,args4j,libreadline-java,args4j:args4j,org.aesh:aesh-readline,0,False
42,args4j,java-getopt,args4j:args4j,urbanophile:java-getopt,0,False
43,args4j,java-getopt,args4j:args4j,gnu.getopt:java-getopt,0,False
44,args4j,jansi,args4j:args4j,org.fusesource.jansi:jansi,0,False
45,asm,bcel,org.ow2.asm:asm-commons,org.apache.bcel:bcel,0,False
46,asm,javassist,asm:asm-all,jboss:javassist,0,False
47,asm,cglib,org.ow2.asm:asm-commons,cglib:cglib,1,False
48,asm,bcel,asm:asm,bcel:bcel,0,False
49,asm,javassist,asm:asm,jboss:javassist,6,False
50,asm,javassist,org.ow2.asm:asm,javassist:javassist,2,False
51,asm,bcel,asm:asm,org.apache.bcel:bcel,5,False
52,asm,bcel,asm:asm-all,org.apache.bcel:bcel,0,False
53,asm,javassist,org.ow2.asm:asm,org.javassist:javassist,6,False
54,asm,javassist,org.ow2.asm:asm-all,jboss:javassist,0,False
55,asm,javassist,asm:asm,javassist:javassist,34,True
56,asm,cglib,asm:asm-all,cglib:cglib,11,False
57,asm,bcel,org.ow2.asm:asm-all,bcel:bcel,0,False
58,asm,javassist,org.ow2.asm:asm-all,javassist:javassist,0,False
59,asm,javassist,org.ow2.asm:asm,jboss:javassist,0,False
60,asm,javassist,org.ow2.asm:asm-commons,javassist:javassist,1,False
61,asm,bcel,org.ow2.asm:asm,bcel:bcel,0,False
62,asm,bcel,org.ow2.asm:asm-commons,bcel:bcel,0,False
63,asm,javassist,asm:asm-all,javassist:javassist,0,False
64,asm,cglib,asm:asm,cglib:cglib,46,False
65,asm,cglib,org.ow2.asm:asm,cglib:cglib,26,False
66,asm,bcel,asm:asm-all,bcel:bcel,2,False
67,asm,javassist,org.ow2.asm:asm-all,org.javassist:javassist,39,False
68,asm,bcel,org.ow2.asm:asm,org.apache.bcel:bcel,0,False
69,asm,javassist,org.ow2.asm:asm-commons,jboss:javassist,0,False
70,asm,javassist,asm:asm,org.javassist:javassist,37,False
71,asm,bcel,org.ow2.asm:asm-all,org.apache.bcel:bcel,0,False
72,asm,javassist,org.ow2.asm:asm-commons,org.javassist:javassist,3,False
73,asm,cglib,org.ow2.asm:asm-all,cglib:cglib,2,False
74,asm,javassist,asm:asm-all,org.javassist:javassist,1,False
75,backport-util-concurrent,concurrent,backport-util-concurrent:backport-util-concurrent,concurrent:concurrent,9,False
76,backport-util-concurrent,concurrent,backport-util-concurrent:backport-util-concurrent,io.airlift:concurrent,0,False
77,backport-util-concurrent,concurrent,backport-util-concurrent:backport-util-concurrent,com.facebook.airlift:concurrent,0,False
78,bcel,javassist,bcel:bcel,org.javassist:javassist,0,False
79,bcel,asm,org.apache.bcel:bcel,org.ow2.asm:asm,0,False
80,bcel,cglib,org.apache.bcel:bcel,cglib:cglib,20,False
81,bcel,javassist,org.apache.bcel:bcel,org.javassist:javassist,0,False
82,bcel,asm,bcel:bcel,asm:asm,0,False
83,bcel,javassist,org.apache.bcel:bcel,javassist:javassist,1,False
84,bcel,cglib,bcel:bcel,cglib:cglib,0,False
85,bcel,asm,org.apache.bcel:bcel,org.ow2.asm:asm-commons,0,False
86,bcel,asm,bcel:bcel,org.ow2.asm:asm,0,False
87,bcel,asm,bcel:bcel,org.ow2.asm:asm-all,2,False
88,bcel,asm,bcel:bcel,asm:asm-all,0,False
89,bcel,asm,org.apache.bcel:bcel,asm:asm,1,False
90,bcel,javassist,bcel:bcel,jboss:javassist,0,False
91,bcel,javassist,bcel:bcel,javassist:javassist,0,False
92,bcel,asm,bcel:bcel,org.ow2.asm:asm-commons,0,False
93,bcel,asm,org.apache.bcel:bcel,org.ow2.asm:asm-all,1,False
94,bcel,javassist,org.apache.bcel:bcel,jboss:javassist,0,False
95,bcel,asm,org.apache.bcel:bcel,asm:asm-all,0,False
96,cassandra,hbase,org.apache.cassandra:cassandra-all,org.apache.hbase:hbase-server,0,False
97,cassandra,h2,com.datastax.cassandra:cassandra-driver-core,com.h2database:h2,16,False
98,cassandra,sqlite-jdbc,com.datastax.cassandra:cassandra-driver-core,org.xerial:sqlite-jdbc,7,False
99,cassandra,infinispan,com.datastax.cassandra:cassandra-driver-core,org.infinispan:infinispan-core,12,False
100,cassandra,hazelcast,org.apache.cassandra:cassandra-all,com.hazelcast:hazelcast-client,0,False
101,cassandra,postgresql,com.datastax.cassandra:cassandra-driver-core,postgresql:postgresql,0,False
102,cassandra,derby,com.datastax.cassandra:cassandra-driver-core,org.apache.derby:derbyclient,0,False
103,cassandra,derby,com.datastax.cassandra:cassandra-driver-core,org.apache.derby:derby,5,False
104,cassandra,sqlite-jdbc,org.apache.cassandra:cassandra-all,org.wisdom-framework:sqlite-jdbc,0,False
105,cassandra,postgresql,com.datastax.cassandra:cassandra-driver-core,org.postgresql:postgresql,16,False
106,cassandra,h2,org.apache.cassandra:cassandra-all,com.h2database:h2,15,False
107,cassandra,hbase,com.datastax.cassandra:cassandra-driver-core,org.apache.hbase:hbase-client,2,False
108,cassandra,postgresql,org.apache.cassandra:cassandra-all,postgresql:postgresql,0,False
109,cassandra,mongo-java-driver,com.datastax.cassandra:cassandra-driver-core,org.mongodb:mongo-java-driver,2,False
110,cassandra,hazelcast,com.datastax.cassandra:cassandra-driver-core,com.hazelcast:hazelcast-client,10,False
111,cassandra,hsqldb,com.datastax.cassandra:cassandra-driver-core,hsqldb:hsqldb,0,False
112,cassandra,sqljet,com.datastax.cassandra:cassandra-driver-core,org.tmatesoft.sqljet:sqljet,0,False
113,cassandra,hsqldb,org.apache.cassandra:cassandra-all,hsqldb:hsqldb,0,False
114,cassandra,hbase,org.apache.cassandra:cassandra-all,org.apache.hbase:hbase,8,False
115,cassandra,postgresql,org.apache.cassandra:cassandra-all,org.postgresql:postgresql,6,False
116,cassandra,mongo-java-driver,org.apache.cassandra:cassandra-all,org.mongodb:mongo-java-driver,7,False
117,cassandra,hazelcast,org.apache.cassandra:cassandra-all,com.hazelcast:hazelcast,1,False
118,cassandra,derby,org.apache.cassandra:cassandra-all,org.apache.derby:derby,1,False
119,cassandra,hsqldb,com.datastax.cassandra:cassandra-driver-core,org.hsqldb:hsqldb,5,False
120,cassandra,sqlite-jdbc,org.apache.cassandra:cassandra-all,org.xerial:sqlite-jdbc,0,False
121,cassandra,neo4j,com.datastax.cassandra:cassandra-driver-core,org.neo4j:neo4j,3,False
122,cassandra,hsqldb,org.apache.cassandra:cassandra-all,org.hsqldb:hsqldb,8,False
123,cassandra,neo4j,org.apache.cassandra:cassandra-all,org.neo4j:neo4j,0,False
124,cassandra,sqlite-jdbc,com.datastax.cassandra:cassandra-driver-core,org.wisdom-framework:sqlite-jdbc,0,False
125,cassandra,infinispan,org.apache.cassandra:cassandra-all,org.infinispan:infinispan-core,4,False
126,cassandra,hbase,com.datastax.cassandra:cassandra-driver-core,org.apache.hbase:hbase,1,False
127,cassandra,hbase,com.datastax.cassandra:cassandra-driver-core,org.apache.hbase:hbase-server,0,False
128,cassandra,derby,org.apache.cassandra:cassandra-all,org.apache.derby:derbyclient,0,False
129,cassandra,hazelcast,com.datastax.cassandra:cassandra-driver-core,com.hazelcast:hazelcast,11,False
130,cassandra,hbase,org.apache.cassandra:cassandra-all,org.apache.hbase:hbase-client,0,False
131,cassandra,sqljet,org.apache.cassandra:cassandra-all,org.tmatesoft.sqljet:sqljet,0,False
132,castor,jibx,org.codehaus.castor:castor,org.jibx:jibx-extras,0,False
133,castor,jibx,org.codehaus.castor:castor,org.jibx:jibx-run,4,False
134,castor,jibx,org.codehaus.castor:castor,org.jibx:jibx-bind,3,False
135,castor,jibx,castor:castor,org.jibx:jibx-bind,0,False
136,castor,jibx,castor:castor,org.jibx:jibx-run,0,False
137,castor,jibx,org.codehaus.castor:castor-core,org.jibx:jibx-bind,0,False
138,castor,jibx,org.codehaus.castor:castor-core,org.jibx:jibx-extras,0,False
139,castor,jibx,castor:castor,org.jibx:jibx-extras,0,False
140,castor,jibx,org.codehaus.castor:castor-core,org.jibx:jibx-run,0,False
141,cglib,asm,cglib:cglib,asm:asm,42,False
142,cglib,bcel,cglib:cglib,org.apache.bcel:bcel,21,False
143,cglib,asm,cglib:cglib,org.ow2.asm:asm-commons,6,False
144,cglib,bcel,cglib:cglib,bcel:bcel,2,False
145,cglib,asm,cglib:cglib,org.ow2.asm:asm-all,3,False
146,cglib,javassist,cglib:cglib,jboss:javassist,0,False
147,cglib,asm,cglib:cglib,asm:asm-all,9,False
148,cglib,asm,cglib:cglib,org.ow2.asm:asm,39,False
149,cglib,javassist,cglib:cglib,org.javassist:javassist,18,False
150,cglib,javassist,cglib:cglib,javassist:javassist,41,False
151,collections-generic,samskivert,net.sourceforge.collections:collections-generic,com.samskivert:samskivert,0,False
152,collections-generic,joda-time,net.sourceforge.collections:collections-generic,joda-time:joda-time,13,False
153,collections-generic,mahout,net.sourceforge.collections:collections-generic,org.apache.mahout:mahout-core,0,False
154,collections-generic,trove4j,net.sourceforge.collections:collections-generic,net.sf.trove4j:trove4j,1,False
155,collections-generic,javolution,net.sourceforge.collections:collections-generic,javolution:javolution,1,False
156,collections-generic,javolution,net.sourceforge.collections:collections-generic,org.javolution:javolution,0,False
157,collections-generic,commons-lang,net.sourceforge.collections:collections-generic,org.apache.commons:commons-lang3,38,False
158,collections-generic,colt,net.sourceforge.collections:collections-generic,colt:colt,9,False
159,collections-generic,fastutil,net.sourceforge.collections:collections-generic,fastutil:fastutil,1,False
160,collections-generic,guava,net.sourceforge.collections:collections-generic,com.google.guava:guava,20,True
161,collections-generic,high-scale-lib,net.sourceforge.collections:collections-generic,com.boundary:high-scale-lib,0,False
162,collections-generic,commons-collections,net.sourceforge.collections:collections-generic,org.apache.commons:commons-collections4,2,False
163,collections-generic,hppc,net.sourceforge.collections:collections-generic,com.carrotsearch:hppc,5,False
164,collections-generic,mahout,net.sourceforge.collections:collections-generic,org.apache.mahout:mahout-collections,0,False
165,collections-generic,commons-lang,net.sourceforge.collections:collections-generic,commons-lang:commons-lang,8,False
166,collections-generic,mahout,net.sourceforge.collections:collections-generic,org.apache.mahout:mahout-math,0,False
167,collections-generic,lambdaj,net.sourceforge.collections:collections-generic,com.googlecode.lambdaj:lambdaj,1,False
168,collections-generic,fastutil,net.sourceforge.collections:collections-generic,it.unimi.dsi:fastutil,3,False
169,collections-generic,mahout,net.sourceforge.collections:collections-generic,org.apache.mahout:mahout,0,False
170,collections-generic,commons-collections,net.sourceforge.collections:collections-generic,commons-collections:commons-collections,4,False
171,colt,commons-lang,colt:colt,commons-lang:commons-lang,21,False
172,colt,joda-time,colt:colt,joda-time:joda-time,4,False
173,colt,javolution,colt:colt,org.javolution:javolution,0,False
174,colt,mahout,colt:colt,org.apache.mahout:mahout-collections,0,False
175,colt,fastutil,colt:colt,it.unimi.dsi:fastutil,24,False
176,colt,guava,colt:colt,com.google.guava:guava,29,False
177,colt,mahout,colt:colt,org.apache.mahout:mahout,0,False
178,colt,commons-collections,colt:colt,commons-collections:commons-collections,24,False
179,colt,high-scale-lib,colt:colt,com.boundary:high-scale-lib,0,False
180,colt,fastutil,colt:colt,fastutil:fastutil,1,False
181,colt,trove4j,colt:colt,net.sf.trove4j:trove4j,8,False
182,colt,commons-lang,colt:colt,org.apache.commons:commons-lang3,7,False
183,colt,lambdaj,colt:colt,com.googlecode.lambdaj:lambdaj,0,False
184,colt,hppc,colt:colt,com.carrotsearch:hppc,2,False
185,colt,samskivert,colt:colt,com.samskivert:samskivert,0,False
186,colt,javolution,colt:colt,javolution:javolution,0,False
187,colt,mahout,colt:colt,org.apache.mahout:mahout-core,0,False
188,colt,collections-generic,colt:colt,net.sourceforge.collections:collections-generic,15,False
189,colt,commons-collections,colt:colt,org.apache.commons:commons-collections4,2,False
190,colt,mahout,colt:colt,org.apache.mahout:mahout-math,2,True
191,commons-cli,libreadline-java,commons-cli:commons-cli,org.aesh:aesh-readline,1,False
192,commons-cli,jansi,org.apache.mahout.commons:commons-cli,org.fusesource.jansi:jansi,0,False
193,commons-cli,jline,commons-cli:commons-cli,org.sonatype.jline:jline,0,False
194,commons-cli,jcommander,commons-cli:commons-cli,de.weltraumschaf.commons:jcommander,0,False
195,commons-cli,java-getopt,org.apache.mahout.commons:commons-cli,urbanophile:java-getopt,0,False
196,commons-cli,jline,commons-cli:commons-cli,jline:jline,66,False
197,commons-cli,jopt-simple,org.apache.mahout.commons:commons-cli,net.sf.jopt-simple:jopt-simple,0,False
198,commons-cli,args4j,org.apache.mahout.commons:commons-cli,args4j:args4j,0,False
199,commons-cli,jline,org.apache.mahout.commons:commons-cli,jline:jline,0,False
200,commons-cli,libreadline-java,org.apache.mahout.commons:commons-cli,org.aesh:aesh-readline,0,False
201,commons-cli,jline,commons-cli:commons-cli,org.jline:jline,0,False
202,commons-cli,jcommander,org.apache.mahout.commons:commons-cli,de.weltraumschaf.commons:jcommander,0,False
203,commons-cli,args4j,commons-cli:commons-cli,args4j:args4j,13,True
204,commons-cli,jansi,commons-cli:commons-cli,org.fusesource.jansi:jansi,31,False
205,commons-cli,jcommander,org.apache.mahout.commons:commons-cli,com.beust:jcommander,0,False
206,commons-cli,java-getopt,org.apache.mahout.commons:commons-cli,gnu.getopt:java-getopt,0,False
207,commons-cli,jopt-simple,commons-cli:commons-cli,net.sf.jopt-simple:jopt-simple,9,True
208,commons-cli,jline,org.apache.mahout.commons:commons-cli,org.sonatype.jline:jline,0,False
209,commons-cli,jline,org.apache.mahout.commons:commons-cli,org.jline:jline,0,False
210,commons-cli,jcommander,commons-cli:commons-cli,com.beust:jcommander,76,True
211,commons-cli,java-getopt,commons-cli:commons-cli,urbanophile:java-getopt,2,False
212,commons-cli,java-getopt,commons-cli:commons-cli,gnu.getopt:java-getopt,17,False
213,commons-codec,jasypt,commons-codec:commons-codec,org.jasypt:jasypt,16,False
214,commons-collections,mahout,commons-collections:commons-collections,org.apache.mahout:mahout-core,0,False
215,commons-collections,commons-lang,commons-collections:commons-collections,org.apache.commons:commons-lang3,496,True
216,commons-collections,joda-time,org.apache.commons:commons-collections4,joda-time:joda-time,47,False
217,commons-collections,trove4j,org.apache.commons:commons-collections4,net.sf.trove4j:trove4j,3,False
218,commons-collections,javolution,commons-collections:commons-collections,javolution:javolution,7,False
219,commons-collections,mahout,org.apache.commons:commons-collections4,org.apache.mahout:mahout,0,False
220,commons-collections,samskivert,commons-collections:commons-collections,com.samskivert:samskivert,0,False
221,commons-collections,javolution,commons-collections:commons-collections,org.javolution:javolution,0,False
222,commons-collections,mahout,commons-collections:commons-collections,org.apache.mahout:mahout-math,0,False
223,commons-collections,lambdaj,commons-collections:commons-collections,com.googlecode.lambdaj:lambdaj,5,False
224,commons-collections,samskivert,org.apache.commons:commons-collections4,com.samskivert:samskivert,0,False
225,commons-collections,joda-time,commons-collections:commons-collections,joda-time:joda-time,210,False
226,commons-collections,mahout,commons-collections:commons-collections,org.apache.mahout:mahout-collections,0,False
227,commons-collections,guava,commons-collections:commons-collections,com.google.guava:guava,376,True
228,commons-collections,commons-lang,commons-collections:commons-collections,commons-lang:commons-lang,617,False
229,commons-collections,collections-generic,commons-collections:commons-collections,net.sourceforge.collections:collections-generic,15,True
230,commons-collections,colt,org.apache.commons:commons-collections4,colt:colt,0,False
231,commons-collections,javolution,org.apache.commons:commons-collections4,org.javolution:javolution,0,False
232,commons-collections,fastutil,org.apache.commons:commons-collections4,it.unimi.dsi:fastutil,1,False
233,commons-collections,collections-generic,org.apache.commons:commons-collections4,net.sourceforge.collections:collections-generic,11,False
234,commons-collections,guava,org.apache.commons:commons-collections4,com.google.guava:guava,78,True
235,commons-collections,mahout,commons-collections:commons-collections,org.apache.mahout:mahout,0,False
236,commons-collections,lambdaj,org.apache.commons:commons-collections4,com.googlecode.lambdaj:lambdaj,6,False
237,commons-collections,mahout,org.apache.commons:commons-collections4,org.apache.mahout:mahout-core,1,False
238,commons-collections,mahout,org.apache.commons:commons-collections4,org.apache.mahout:mahout-math,1,False
239,commons-collections,mahout,org.apache.commons:commons-collections4,org.apache.mahout:mahout-collections,0,False
240,commons-collections,fastutil,org.apache.commons:commons-collections4,fastutil:fastutil,1,False
241,commons-collections,trove4j,commons-collections:commons-collections,net.sf.trove4j:trove4j,7,False
242,commons-collections,colt,commons-collections:commons-collections,colt:colt,17,False
243,commons-collections,high-scale-lib,org.apache.commons:commons-collections4,com.boundary:high-scale-lib,0,False
244,commons-collections,javolution,org.apache.commons:commons-collections4,javolution:javolution,0,False
245,commons-collections,commons-lang,org.apache.commons:commons-collections4,commons-lang:commons-lang,23,False
246,commons-collections,fastutil,commons-collections:commons-collections,fastutil:fastutil,0,False
247,commons-collections,hppc,commons-collections:commons-collections,com.carrotsearch:hppc,7,False
248,commons-collections,hppc,org.apache.commons:commons-collections4,com.carrotsearch:hppc,0,False
249,commons-collections,high-scale-lib,commons-collections:commons-collections,com.boundary:high-scale-lib,1,False
250,commons-collections,fastutil,commons-collections:commons-collections,it.unimi.dsi:fastutil,32,False
251,commons-compress,jzlib,org.apache.commons:commons-compress,com.jcraft:jzlib,1,False
252,commons-compress,shrinkwrap,org.apache.commons:commons-compress,org.jboss.shrinkwrap:shrinkwrap-api,1,False
253,commons-compress,compress-lzf,org.apache.commons:commons-compress,com.ning:compress-lzf,1,False
254,commons-httpclient,httpcore,commons-httpclient:commons-httpclient,org.apache.httpcomponents:httpcore,235,True
255,commons-httpclient,signpost,commons-httpclient:commons-httpclient,oauth.signpost:signpost-core,1,False
256,commons-httpclient,httpclient,commons-httpclient:commons-httpclient,org.apache.httpcomponents:httpmime,94,True
257,commons-httpclient,httpclient,commons-httpclient:commons-httpclient,org.apache.httpcomponents:httpclient,707,True
258,commons-httpclient,scribe,commons-httpclient:commons-httpclient,org.scribe:scribe,0,False
259,commons-lang,commons-collections,org.apache.commons:commons-lang3,commons-collections:commons-collections,321,False
260,commons-lang,fastutil,commons-lang:commons-lang,it.unimi.dsi:fastutil,16,False
261,commons-lang,javolution,org.apache.commons:commons-lang3,org.javolution:javolution,0,False
262,commons-lang,samskivert,commons-lang:commons-lang,com.samskivert:samskivert,0,False
263,commons-lang,mahout,org.apache.commons:commons-lang3,org.apache.mahout:mahout-math,3,False
264,commons-lang,javolution,commons-lang:commons-lang,org.javolution:javolution,0,False
265,commons-lang,high-scale-lib,commons-lang:commons-lang,com.boundary:high-scale-lib,1,False
266,commons-lang,mahout,commons-lang:commons-lang,org.apache.mahout:mahout-collections,1,False
267,commons-lang,lambdaj,org.apache.commons:commons-lang3,com.googlecode.lambdaj:lambdaj,6,False
268,commons-lang,guava,commons-lang:commons-lang,com.google.guava:guava,738,True
269,commons-lang,guava,org.apache.commons:commons-lang3,com.google.guava:guava,449,False
270,commons-lang,trove4j,org.apache.commons:commons-lang3,net.sf.trove4j:trove4j,23,False
271,commons-lang,collections-generic,commons-lang:commons-lang,net.sourceforge.collections:collections-generic,13,False
272,commons-lang,hppc,commons-lang:commons-lang,com.carrotsearch:hppc,10,False
273,commons-lang,mahout,commons-lang:commons-lang,org.apache.mahout:mahout,0,False
274,commons-lang,commons-collections,commons-lang:commons-lang,commons-collections:commons-collections,969,False
275,commons-lang,fastutil,org.apache.commons:commons-lang3,fastutil:fastutil,1,False
276,commons-lang,javolution,org.apache.commons:commons-lang3,javolution:javolution,1,False
277,commons-lang,mahout,org.apache.commons:commons-lang3,org.apache.mahout:mahout,0,False
278,commons-lang,lambdaj,commons-lang:commons-lang,com.googlecode.lambdaj:lambdaj,10,False
279,commons-lang,fastutil,org.apache.commons:commons-lang3,it.unimi.dsi:fastutil,26,False
280,commons-lang,colt,org.apache.commons:commons-lang3,colt:colt,11,False
281,commons-lang,collections-generic,org.apache.commons:commons-lang3,net.sourceforge.collections:collections-generic,8,False
282,commons-lang,javolution,commons-lang:commons-lang,javolution:javolution,3,False
283,commons-lang,mahout,org.apache.commons:commons-lang3,org.apache.mahout:mahout-collections,0,False
284,commons-lang,commons-collections,commons-lang:commons-lang,org.apache.commons:commons-collections4,206,True
285,commons-lang,mahout,org.apache.commons:commons-lang3,org.apache.mahout:mahout-core,0,False
286,commons-lang,mahout,commons-lang:commons-lang,org.apache.mahout:mahout-math,1,False
287,commons-lang,high-scale-lib,org.apache.commons:commons-lang3,com.boundary:high-scale-lib,1,False
288,commons-lang,hppc,org.apache.commons:commons-lang3,com.carrotsearch:hppc,17,False
289,commons-lang,joda-time,org.apache.commons:commons-lang3,joda-time:joda-time,127,False
290,commons-lang,mahout,commons-lang:commons-lang,org.apache.mahout:mahout-core,2,False
291,commons-lang,colt,commons-lang:commons-lang,colt:colt,10,False
292,commons-lang,trove4j,commons-lang:commons-lang,net.sf.trove4j:trove4j,18,False
293,commons-lang,samskivert,org.apache.commons:commons-lang3,com.samskivert:samskivert,0,False
294,commons-lang,joda-time,commons-lang:commons-lang,joda-time:joda-time,323,False
295,commons-lang,fastutil,commons-lang:commons-lang,fastutil:fastutil,5,False
296,commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:jcl-over-slf4j,24,True
297,commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:slf4j-jdk14,2,True
298,commons-logging,slf4j,org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:jcl-over-slf4j,39,True
299,commons-logging,log4j,org.apache.logging.log4j:log4j-slf4j-impl,log4j:log4j,61,True
300,commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:slf4j-jcl,5,False
301,commons-logging,slf4j,org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:slf4j-nop,4,False
302,commons-logging,slf4j,org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:log4j-over-slf4j,29,True
303,commons-logging,slf4j,commons-logging:commons-logging,org.slf4j:slf4j-android,3,False
304,commons-logging,slf4j,org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:slf4j-android,0,False
305,commons-logging,slf4j,org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:slf4j-log4j12,76,True
306,commons-logging,slf4j,org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:slf4j-site,0,False
307,commons-logging,logback,commons-logging:commons-logging-api,ch.qos.logback:logback-core,1,False
308,commons-logging,log4j,commons-logging:commons-logging-api,log4j:log4j,104,False
309,commons-logging,slf4j,commons-logging:commons-logging,org.slf4j:slf4j-site,0,False
310,commons-logging,logback,commons-logging:commons-logging,ch.qos.logback:logback-core,89,True
311,commons-logging,log4j,commons-logging:commons-logging-api,org.apache.logging.log4j:log4j-api,3,False
312,commons-logging,logback,org.apache.logging.log4j:log4j-slf4j-impl,ch.qos.logback:logback-core,450,True
313,commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:slf4j-log4j12,70,True
314,commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:slf4j-ext,0,False
315,commons-logging,slf4j,commons-logging:commons-logging,org.slf4j:slf4j-nop,31,True
316,commons-logging,log4j,commons-logging:commons-logging,org.apache.logging.log4j:log4j-core,127,True
317,commons-logging,log4j,commons-logging:commons-logging,log4j:log4j,782,True
318,commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:log4j-over-slf4j,13,True
319,commons-logging,log4j,commons-logging:commons-logging,org.apache.logging.log4j:log4j-api,92,True
320,commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:slf4j-nop,93,False
321,commons-logging,log4j,commons-logging:commons-logging-api,org.apache.logging.log4j:log4j-core,5,False
322,commons-logging,slf4j,commons-logging:commons-logging,org.slf4j:slf4j-ext,6,False
323,commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:slf4j-api,94,True
324,commons-logging,logback,org.apache.logging.log4j:log4j-slf4j-impl,ch.qos.logback:logback-classic,37,True
325,commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:slf4j-simple,27,True
326,commons-logging,logback,commons-logging:commons-logging,ch.qos.logback:logback-classic,357,True
327,commons-logging,slf4j,commons-logging:commons-logging,org.slf4j:slf4j-jcl,52,False
328,commons-logging,slf4j,commons-logging:commons-logging-api,org.slf4j:slf4j-site,0,False
